gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season,player_efficiency,normalized_pts
22300154,2023-11-06,regular,204001,Kristaps Porzingis,BOS,MIN,BOS,36,20,5,14,0.35714285714285715,2,6,0.3333333333333333,8,10,0.8,1,4,5,1,1,1,1,5,-7,0,2024,27,-0.012997842509349941
22300154,2023-11-06,regular,201143,Al Horford,BOS,MIN,BOS,36,3,1,5,0.2,1,4,0.25,0,0,,2,3,5,4,1,0,2,4,7,0,2024,11,-1.1346111093762015
22300154,2023-11-06,regular,1627759,Jaylen Brown,BOS,MIN,BOS,39,26,10,21,0.47619047619047616,3,8,0.375,3,4,0.75,0,7,7,4,1,0,3,5,-16,0,2024,35,0.3869246747801342
22300154,2023-11-06,regular,1626157,Karl-Anthony Towns,MIN,MIN,BOS,28,7,3,10,0.3,1,7,0.14285714285714285,0,0,,0,10,10,3,0,0,7,6,-5,1,2024,13,-1.7485614236634384
22300154,2023-11-06,regular,203497,Rudy Gobert,MIN,MIN,BOS,41,14,6,6,1.0,0,0,,2,11,0.18181818181818182,2,10,12,1,0,1,2,4,24,1,2024,26,0.007608216658022085
22300154,2023-11-06,regular,1630183,Jaden McDaniels,MIN,MIN,BOS,45,20,8,18,0.4444444444444444,4,9,0.4444444444444444,0,0,,1,1,2,1,1,0,3,3,-6,1,2024,21,1.7127336431244495
22300154,2023-11-06,regular,1630162,Anthony Edwards,MIN,MIN,BOS,38,38,15,25,0.6,2,8,0.25,6,7,0.8571428571428571,0,9,9,7,1,0,3,5,18,1,2024,52,1.2579757679928731
22300154,2023-11-06,regular,203937,Kyle Anderson,MIN,MIN,BOS,25,3,1,6,0.16666666666666666,0,2,0.0,1,2,0.5,2,3,5,6,0,1,4,4,6,1,2024,11,-0.9887641443568363
22300154,2023-11-06,regular,1629162,Jordan McLaughlin,MIN,MIN,BOS,4,2,0,0,,0,0,,2,2,1.0,0,0,0,0,0,1,0,0,3,1,2024,3,-0.419066386387019
22300154,2023-11-06,regular,1629003,Shake Milton,MIN,MIN,BOS,3,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-8,1,2024,0,-1.1220198623146436
22300154,2023-11-06,regular,201144,Mike Conley,MIN,MIN,BOS,36,8,3,5,0.6,2,3,0.6666666666666666,0,0,,0,2,2,3,2,0,0,1,-18,1,2024,15,-0.6419109686749558
22300154,2023-11-06,regular,1629638,Nickeil Alexander-Walker,MIN,MIN,BOS,20,8,3,6,0.5,2,4,0.5,0,1,0.0,0,1,1,3,1,0,1,3,13,1,2024,12,0.0022772210629353473
22300154,2023-11-06,regular,1629675,Naz Reid,MIN,MIN,BOS,25,14,5,9,0.5555555555555556,2,4,0.5,2,2,1.0,1,3,4,2,2,2,3,0,-2,1,2024,21,0.08381787180104439
22300155,2023-11-06,regular,1627749,Dejounte Murray,ATL,OKC,ATL,33,29,7,16,0.4375,6,9,0.6666666666666666,9,10,0.9,2,2,4,6,1,0,3,4,-3,0,2024,37,0.842919828338189
22300155,2023-11-06,regular,203992,Bogdan Bogdanovic,ATL,OKC,ATL,27,17,7,14,0.5,3,8,0.375,0,0,,0,2,2,3,2,0,0,1,3,0,2024,24,0.01209918489975345
22300155,2023-11-06,regular,1629027,Trae Young,ATL,OKC,ATL,36,22,5,18,0.2777777777777778,1,5,0.2,11,11,1.0,1,3,4,11,1,0,7,1,-18,0,2024,31,-0.4166526921909737
22300155,2023-11-06,regular,1629726,Garrison Mathews,ATL,OKC,ATL,4,0,0,2,0.0,0,2,0.0,0,0,,0,1,1,0,0,0,0,0,-5,0,2024,1,-1.1047089520064142
22300155,2023-11-06,regular,1630168,Onyeka Okongwu,ATL,OKC,ATL,25,7,3,8,0.375,0,1,0.0,1,1,1.0,6,8,14,0,0,0,2,3,1,0,2024,19,-0.6446002388994121
22300155,2023-11-06,regular,1630552,Jalen Johnson,ATL,OKC,ATL,34,13,6,15,0.4,0,4,0.0,1,2,0.5,6,6,12,5,3,1,0,2,-16,0,2024,34,-0.4962546289118298
22300155,2023-11-06,regular,1630180,Saddiq Bey,ATL,OKC,ATL,26,15,6,11,0.5454545454545454,3,6,0.5,0,0,,4,4,8,2,0,0,2,1,6,0,2024,23,0.23442727764318758
22300155,2023-11-06,regular,203991,Clint Capela,ATL,OKC,ATL,21,6,2,5,0.4,0,0,,2,4,0.5,6,6,12,0,1,2,1,2,-10,0,2024,20,-1.3157390490427345
22300155,2023-11-06,regular,1629631,De'Andre Hunter,ATL,OKC,ATL,33,8,2,13,0.15384615384615385,1,7,0.14285714285714285,3,4,0.75,0,2,2,0,0,0,0,2,-3,0,2024,10,-1.1552261019012893
22300155,2023-11-06,regular,1631096,Chet Holmgren,OKC,OKC,ATL,34,16,4,14,0.2857142857142857,1,3,0.3333333333333333,7,7,1.0,3,9,12,3,1,3,1,3,4,1,2024,34,-0.0829613163883621
22300155,2023-11-06,regular,1628983,Shai Gilgeous-Alexander,OKC,OKC,ATL,37,30,11,20,0.55,3,7,0.42857142857142855,5,6,0.8333333333333334,1,7,8,6,1,0,2,5,14,1,2024,43,-0.0076488630271526
22300155,2023-11-06,regular,1629652,Luguentz Dort,OKC,OKC,ATL,32,19,6,10,0.6,2,5,0.4,5,5,1.0,2,7,9,3,0,2,2,1,7,1,2024,31,1.4048394883509794
22300155,2023-11-06,regular,1641717,Cason Wallace,OKC,OKC,ATL,24,6,3,6,0.5,0,3,0.0,0,0,,0,2,2,4,4,0,1,1,3,1,2024,15,-0.18438604767773917
22300155,2023-11-06,regular,1631114,Jalen Williams,OKC,OKC,ATL,36,21,8,13,0.6153846153846154,2,5,0.4,3,3,1.0,0,3,3,2,0,1,2,5,4,1,2024,25,0.2790011393377162
22300155,2023-11-06,regular,1630598,Aaron Wiggins,OKC,OKC,ATL,7,5,2,2,1.0,1,1,1.0,0,0,,1,0,1,0,0,0,0,0,3,1,2024,6,-0.3622903346596964
22300155,2023-11-06,regular,1631172,Ousmane Dieng,OKC,OKC,ATL,10,3,1,4,0.25,1,2,0.5,0,0,,1,1,2,0,0,0,1,0,-5,1,2024,4,-0.22985010883470786
22300155,2023-11-06,regular,1630581,Josh Giddey,OKC,OKC,ATL,27,8,4,13,0.3076923076923077,0,0,,0,0,,3,4,7,4,0,0,4,3,8,1,2024,15,-0.752229714498586
22300155,2023-11-06,regular,1630198,Isaiah Joe,OKC,OKC,ATL,20,12,4,8,0.5,4,8,0.5,0,0,,0,3,3,3,0,0,0,1,5,1,2024,18,0.8313294016540784
22300155,2023-11-06,regular,1631119,Jaylin Williams,OKC,OKC,ATL,13,6,2,4,0.5,0,1,0.0,2,2,1.0,0,2,2,2,1,1,0,3,2,1,2024,12,0.6666666666666666
22300156,2023-11-06,regular,1631124,Julian Strawther,DEN,DEN,NOP,19,21,8,13,0.6153846153846154,5,9,0.5555555555555556,0,1,0.0,0,2,2,1,0,0,1,1,-7,1,2024,23,2.894627694829715
22300156,2023-11-06,regular,203999,Nikola Jokic,DEN,DEN,NOP,36,35,15,24,0.625,2,6,0.3333333333333333,3,5,0.6,3,11,14,12,1,1,2,1,16,1,2024,61,1.0547346783101645
22300156,2023-11-06,regular,202704,Reggie Jackson,DEN,DEN,NOP,24,7,2,8,0.25,1,4,0.25,2,2,1.0,0,1,1,4,0,0,0,1,16,1,2024,12,-0.4965857363573634
22300156,2023-11-06,regular,1629008,Michael Porter Jr.,DEN,DEN,NOP,29,22,8,16,0.5,2,6,0.3333333333333333,4,4,1.0,2,7,9,3,0,0,1,2,13,1,2024,33,0.7773860798892994
22300156,2023-11-06,regular,1631128,Christian Braun,DEN,DEN,NOP,18,6,1,5,0.2,0,1,0.0,4,6,0.6666666666666666,0,0,0,1,0,0,0,1,4,1,2024,7,-0.27238951753046076
22300156,2023-11-06,regular,1641816,Hunter Tyson,DEN,DEN,NOP,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,3,1,2024,0,-0.708776457138535
22300156,2023-11-06,regular,1630192,Zeke Nnaji,DEN,DEN,NOP,6,0,0,0,,0,0,,0,0,,1,1,2,1,0,1,1,2,-6,1,2024,3,-1.0092371048935567
22300156,2023-11-06,regular,1630296,Braxton Key,DEN,DEN,NOP,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,3,1,2024,0,-0.909383536944774
22300156,2023-11-06,regular,1629618,Jalen Pickett,DEN,DEN,NOP,1,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,1,2024,3,0.7001306692599433
22300156,2023-11-06,regular,203932,Aaron Gordon,DEN,DEN,NOP,36,15,7,11,0.6363636363636364,0,2,0.0,1,2,0.5,5,7,12,6,0,1,2,1,8,1,2024,32,0.21313468990750284
22300156,2023-11-06,regular,1631212,Peyton Watson,DEN,DEN,NOP,19,4,2,3,0.6666666666666666,0,0,,0,0,,0,3,3,1,2,2,0,0,15,1,2024,12,-0.5712279032855974
22300156,2023-11-06,regular,1631221,Collin Gillespie,DEN,DEN,NOP,17,6,2,4,0.5,1,3,0.3333333333333333,1,1,1.0,0,1,1,1,2,0,0,3,-1,1,2024,10,0.5395637425347116
22300156,2023-11-06,regular,203484,Kentavious Caldwell-Pope,DEN,DEN,NOP,33,15,5,10,0.5,3,7,0.42857142857142855,2,2,1.0,0,1,1,7,1,0,2,4,23,1,2024,22,0.9722220649041375
22300156,2023-11-06,regular,1641722,Jordan Hawkins,NOP,DEN,NOP,38,31,10,19,0.5263157894736842,7,14,0.5,4,5,0.8,1,6,7,3,1,0,1,2,-15,0,2024,41,3.116105200560143
22300156,2023-11-06,regular,1627742,Brandon Ingram,NOP,DEN,NOP,36,22,10,22,0.45454545454545453,0,4,0.0,2,2,1.0,1,1,2,5,0,0,5,1,-29,0,2024,24,0.16929704823274305
22300156,2023-11-06,regular,1630346,Matt Ryan,NOP,DEN,NOP,25,17,5,8,0.625,4,6,0.6666666666666666,3,3,1.0,0,0,0,1,0,0,0,3,-4,0,2024,18,1.923770818697318
22300156,2023-11-06,regular,203469,Cody Zeller,NOP,DEN,NOP,4,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,-9,0,2024,1,-0.8273470154859845
22300156,2023-11-06,regular,1630184,Kira Lewis Jr.,NOP,DEN,NOP,9,2,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,0,2024,2,-0.31919102271214866
22300156,2023-11-06,regular,1626204,Larry Nance Jr.,NOP,DEN,NOP,15,5,2,3,0.6666666666666666,1,1,1.0,0,0,,1,2,3,1,0,0,1,1,2,0,2024,8,-0.22825648412644878
22300156,2023-11-06,regular,1630529,Herbert Jones,NOP,DEN,NOP,31,4,1,3,0.3333333333333333,0,2,0.0,2,2,1.0,0,2,2,2,2,0,1,2,-23,0,2024,9,-1.4027540536936363
22300156,2023-11-06,regular,202685,Jonas Valanciunas,NOP,DEN,NOP,24,6,2,6,0.3333333333333333,0,1,0.0,2,2,1.0,2,9,11,2,0,1,2,6,-10,0,2024,18,-0.987011447240902
22300156,2023-11-06,regular,1629627,Zion Williamson,NOP,DEN,NOP,37,20,10,22,0.45454545454545453,0,0,,0,1,0.0,3,7,10,9,2,0,0,2,-11,0,2024,41,-0.416528414307071
22300156,2023-11-06,regular,1630700,Dyson Daniels,NOP,DEN,NOP,21,9,4,5,0.8,1,1,1.0,0,0,,0,2,2,1,1,1,3,0,9,0,2024,11,0.8009065305147474
22300157,2023-11-08,regular,1630208,Nick Richards,CHA,CHA,WAS,16,7,2,3,0.6666666666666666,0,0,,3,4,0.75,0,6,6,0,0,0,0,2,-9,0,2024,13,-0.5504268796324115
22300157,2023-11-08,regular,1631109,Mark Williams,CHA,CHA,WAS,18,14,5,5,1.0,0,0,,4,6,0.6666666666666666,2,5,7,0,0,1,1,4,2,0,2024,21,0.2139061599306419
22300157,2023-11-08,regular,1641706,Brandon Miller,CHA,CHA,WAS,30,13,5,11,0.45454545454545453,1,2,0.5,2,3,0.6666666666666666,2,3,5,2,1,0,2,2,-11,0,2024,19,-0.5897934257309295
22300157,2023-11-08,regular,1630177,Theo Maledon,CHA,CHA,WAS,18,9,4,7,0.5714285714285714,1,2,0.5,0,0,,0,1,1,0,1,0,1,2,-21,0,2024,10,1.5788845072409599
22300157,2023-11-08,regular,1631121,Bryce McGowens,CHA,CHA,WAS,15,2,0,0,,0,0,,2,2,1.0,0,3,3,1,0,0,2,2,-1,0,2024,4,-0.645421302638313
22300157,2023-11-08,regular,1629023,P.J. Washington,CHA,CHA,WAS,36,14,4,11,0.36363636363636365,0,5,0.0,6,7,0.8571428571428571,1,6,7,1,0,2,2,2,-8,0,2024,22,0.14701196850768733
22300157,2023-11-08,regular,1641778,Leaky Black,CHA,CHA,WAS,4,0,0,1,0.0,0,0,,0,0,,0,0,0,1,0,1,0,0,4,0,2024,2,-0.846213732527172
22300157,2023-11-08,regular,202397,Ish Smith,CHA,CHA,WAS,10,0,0,0,,0,0,,0,0,,0,1,1,0,1,0,2,0,-8,0,2024,0,-1.1503102816708026
22300157,2023-11-08,regular,1641733,Nick Smith Jr.,CHA,CHA,WAS,4,5,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,1,0,1,0,4,0,2024,6,-0.17897497238764884
22300157,2023-11-08,regular,202330,Gordon Hayward,CHA,CHA,WAS,32,18,6,14,0.42857142857142855,2,4,0.5,4,6,0.6666666666666666,1,6,7,4,3,0,3,2,-8,0,2024,29,1.0641495444499078
22300157,2023-11-08,regular,1630550,JT Thor,CHA,CHA,WAS,21,0,0,3,0.0,0,2,0.0,0,0,,2,3,5,1,0,1,0,3,-21,0,2024,7,-0.9266541862206128
22300157,2023-11-08,regular,1630163,LaMelo Ball,CHA,CHA,WAS,36,34,13,22,0.5909090909090909,3,9,0.3333333333333333,5,7,0.7142857142857143,3,1,4,7,1,0,6,3,-3,0,2024,40,1.0906039263157465
22300157,2023-11-08,regular,201568,Danilo Gallinari,WAS,CHA,WAS,20,18,7,11,0.6363636363636364,4,7,0.5714285714285714,0,2,0.0,0,4,4,2,0,1,1,3,18,1,2024,24,2.4884453019770088
22300157,2023-11-08,regular,1631157,Ryan Rollins,WAS,CHA,WAS,3,3,1,1,1.0,0,0,,1,1,1.0,0,0,0,0,2,0,0,0,-2,1,2024,5,-0.1352257110516194
22300157,2023-11-08,regular,1641731,Bilal Coulibaly,WAS,CHA,WAS,30,6,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,,0,2,2,1,0,0,0,5,23,1,2024,9,-0.5058926805394423
22300157,2023-11-08,regular,1630647,Eugene Omoruyi,WAS,CHA,WAS,3,0,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,-2,1,2024,2,-0.9671705548720457
22300157,2023-11-08,regular,1630264,Anthony Gill,WAS,CHA,WAS,4,0,0,3,0.0,0,0,,0,0,,1,0,1,0,0,0,0,0,-4,1,2024,1,-0.8282592850890003
22300157,2023-11-08,regular,1629655,Daniel Gafford,WAS,CHA,WAS,13,5,2,3,0.6666666666666666,0,0,,1,2,0.5,3,2,5,1,0,2,1,4,3,1,2024,12,-1.1086866803950128
22300157,2023-11-08,regular,1629673,Jordan Poole,WAS,CHA,WAS,20,11,3,12,0.25,1,5,0.2,4,5,0.8,1,1,2,1,0,0,1,2,-5,1,2024,13,-0.7596999046753573
22300157,2023-11-08,regular,1631098,Johnny Davis,WAS,CHA,WAS,3,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,-2,1,2024,1,-0.8993083656372904
22300157,2023-11-08,regular,1626145,Tyus Jones,WAS,CHA,WAS,19,2,1,6,0.16666666666666666,0,2,0.0,0,0,,1,5,6,4,1,0,1,1,-8,1,2024,12,-1.7270920546897799
22300157,2023-11-08,regular,1629013,Landry Shamet,WAS,CHA,WAS,17,15,6,9,0.6666666666666666,3,6,0.5,0,1,0.0,0,1,1,2,1,1,0,3,24,1,2024,20,1.6134548007306655
22300157,2023-11-08,regular,1628398,Kyle Kuzma,WAS,CHA,WAS,31,33,13,24,0.5416666666666666,4,11,0.36363636363636365,3,3,1.0,3,6,9,4,0,0,2,1,8,1,2024,44,1.5707592182886438
22300157,2023-11-08,regular,1630166,Deni Avdija,WAS,CHA,WAS,28,9,3,10,0.3,0,1,0.0,3,3,1.0,1,2,3,5,0,1,1,4,-5,1,2024,17,-0.8192348859502953
22300157,2023-11-08,regular,1626153,Delon Wright,WAS,CHA,WAS,26,18,4,5,0.8,2,3,0.6666666666666666,8,8,1.0,2,1,3,3,4,0,1,1,26,1,2024,27,3.7648643226453955
22300157,2023-11-08,regular,1630557,Corey Kispert,WAS,CHA,WAS,23,12,5,9,0.5555555555555556,2,4,0.5,0,0,,1,2,3,3,1,0,2,2,6,1,2024,17,-0.2282555432098359
22300158,2023-11-08,regular,1627741,Buddy Hield,IND,IND,UTA,22,10,4,16,0.25,2,12,0.16666666666666666,0,0,,0,3,3,1,1,1,1,2,10,1,2024,15,-0.3147325908983448
22300158,2023-11-08,regular,1629614,Andrew Nembhard,IND,IND,UTA,19,9,4,4,1.0,1,1,1.0,0,0,,1,3,4,7,1,0,0,2,16,1,2024,21,-0.043180712027417335
22300158,2023-11-08,regular,1630167,Obi Toppin,IND,IND,UTA,19,6,3,7,0.42857142857142855,0,3,0.0,0,0,,0,1,1,0,3,1,1,2,-5,1,2024,10,-0.7233369410636397
22300158,2023-11-08,regular,1631097,Bennedict Mathurin,IND,IND,UTA,38,22,9,18,0.5,4,7,0.5714285714285714,0,0,,5,4,9,4,2,0,3,1,18,1,2024,34,0.9749224831633194
22300158,2023-11-08,regular,1628971,Bruce Brown,IND,IND,UTA,32,9,4,11,0.36363636363636365,1,4,0.25,0,0,,0,4,4,0,2,1,2,2,13,1,2024,14,-0.3464510088300618
22300158,2023-11-08,regular,1630169,Tyrese Haliburton,IND,IND,UTA,31,16,6,12,0.5,1,6,0.16666666666666666,3,3,1.0,1,5,6,13,1,0,2,0,-1,1,2024,34,-0.49050614722008995
22300158,2023-11-08,regular,1630188,Jalen Smith,IND,IND,UTA,25,16,5,8,0.625,0,0,,6,7,0.8571428571428571,3,8,11,1,2,1,1,0,12,1,2024,30,1.504576459102315
22300158,2023-11-08,regular,1626167,Myles Turner,IND,IND,UTA,23,22,8,12,0.6666666666666666,0,2,0.0,6,8,0.75,3,3,6,0,0,3,0,2,3,1,2024,31,0.7980247915009628
22300158,2023-11-08,regular,1630174,Aaron Nesmith,IND,IND,UTA,30,24,9,13,0.6923076923076923,4,6,0.6666666666666666,2,2,1.0,1,1,2,0,2,0,1,4,14,1,2024,27,2.0585325630409264
22300158,2023-11-08,regular,1641718,Keyonte George,UTA,IND,UTA,31,7,3,8,0.375,1,3,0.3333333333333333,0,0,,0,2,2,9,0,0,1,2,-11,0,2024,17,-0.8093339603747693
22300158,2023-11-08,regular,203482,Kelly Olynyk,UTA,IND,UTA,21,4,2,4,0.5,0,2,0.0,0,0,,1,4,5,0,1,0,2,5,-19,0,2024,8,-1.0198973902387989
22300158,2023-11-08,regular,1629012,Collin Sexton,UTA,IND,UTA,16,10,3,9,0.3333333333333333,1,2,0.5,3,3,1.0,0,2,2,2,0,0,0,0,-7,0,2024,14,-1.2836754902191951
22300158,2023-11-08,regular,1630534,Ochai Agbaji,UTA,IND,UTA,26,3,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,,1,3,4,1,0,1,3,0,-3,0,2024,6,-0.5826502484128803
22300158,2023-11-08,regular,1627739,Kris Dunn,UTA,IND,UTA,12,7,3,5,0.6,1,1,1.0,0,0,,1,3,4,2,0,0,0,0,-3,0,2024,13,0.46836514813086416
22300158,2023-11-08,regular,1629659,Talen Horton-Tucker,UTA,IND,UTA,20,6,3,8,0.375,0,1,0.0,0,0,,2,2,4,5,0,1,4,1,2,0,2024,12,-0.6767003641762595
22300158,2023-11-08,regular,1631323,Simone Fontecchio,UTA,IND,UTA,18,10,4,8,0.5,2,5,0.4,0,0,,3,2,5,1,0,1,2,2,-15,0,2024,15,-0.07505490172158963
22300158,2023-11-08,regular,1628381,John Collins,UTA,IND,UTA,27,14,6,9,0.6666666666666666,1,2,0.5,1,1,1.0,1,8,9,1,0,0,2,3,-7,0,2024,22,-0.22469861633223498
22300158,2023-11-08,regular,1628374,Lauri Markkanen,UTA,IND,UTA,35,24,8,16,0.5,3,5,0.6,5,6,0.8333333333333334,5,4,9,0,1,1,1,1,-12,0,2024,34,0.11721496563362
22300158,2023-11-08,regular,203903,Jordan Clarkson,UTA,IND,UTA,34,33,12,26,0.46153846153846156,1,3,0.3333333333333333,8,8,1.0,2,1,3,5,1,1,6,3,-5,0,2024,37,1.7787245423528586
22300159,2023-11-08,regular,1628401,Derrick White,BOS,PHI,BOS,38,19,6,18,0.3333333333333333,3,11,0.2727272727272727,4,4,1.0,1,3,4,5,2,1,2,3,2,0,2024,29,0.5227668022345169
22300159,2023-11-08,regular,201950,Jrue Holiday,BOS,PHI,BOS,35,12,4,9,0.4444444444444444,2,3,0.6666666666666666,2,2,1.0,1,4,5,5,1,0,2,1,13,0,2024,21,-0.10046094562080415
22300159,2023-11-08,regular,1630202,Payton Pritchard,BOS,PHI,BOS,16,0,0,4,0.0,0,2,0.0,0,0,,2,0,2,4,0,0,1,0,-2,0,2024,5,-1.2632204973723569
22300159,2023-11-08,regular,201143,Al Horford,BOS,PHI,BOS,26,3,1,6,0.16666666666666666,1,6,0.16666666666666666,0,0,,0,5,5,3,0,2,1,1,-23,0,2024,12,-1.1346111093762015
22300159,2023-11-08,regular,1628436,Luke Kornet,BOS,PHI,BOS,3,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-3,0,2024,0,-1.178238513976641
22300159,2023-11-08,regular,204001,Kristaps Porzingis,BOS,PHI,BOS,31,29,10,19,0.5263157894736842,2,6,0.3333333333333333,7,8,0.875,4,2,6,3,0,1,0,4,8,0,2024,39,1.32058079894997
22300159,2023-11-08,regular,1630573,Sam Hauser,BOS,PHI,BOS,19,13,5,8,0.625,3,6,0.5,0,0,,0,4,4,0,1,1,0,0,-6,0,2024,19,0.6831813799039272
22300159,2023-11-08,regular,1627759,Jaylen Brown,BOS,PHI,BOS,36,11,4,13,0.3076923076923077,2,7,0.2857142857142857,1,2,0.5,0,2,2,2,1,1,4,2,-3,0,2024,13,-1.5476986991205368
22300159,2023-11-08,regular,1628369,Jayson Tatum,BOS,PHI,BOS,37,16,6,14,0.42857142857142855,2,6,0.3333333333333333,2,3,0.6666666666666666,1,14,15,6,3,0,2,2,-1,0,2024,38,-1.5406681826928006
22300159,2023-11-08,regular,201587,Nicolas Batum,PHI,PHI,BOS,26,5,2,3,0.6666666666666666,1,2,0.5,0,0,,2,2,4,1,0,1,0,2,7,1,2024,11,-0.12667743687059896
22300159,2023-11-08,regular,203496,Robert Covington,PHI,PHI,BOS,15,5,2,4,0.5,1,2,0.5,0,0,,2,1,3,0,2,0,0,2,6,1,2024,10,0.13224267596727848
22300159,2023-11-08,regular,202699,Tobias Harris,PHI,PHI,BOS,38,17,5,12,0.4166666666666667,1,4,0.25,6,6,1.0,2,7,9,3,0,0,2,1,3,1,2024,27,-0.011519024369683991
22300159,2023-11-08,regular,1626162,Kelly Oubre Jr.,PHI,PHI,BOS,27,14,6,11,0.5454545454545454,1,3,0.3333333333333333,1,2,0.5,1,7,8,1,1,0,0,0,2,1,2024,24,-0.18744271225006798
22300159,2023-11-08,regular,1627788,Furkan Korkmaz,PHI,PHI,BOS,3,0,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,1,0,-4,1,2024,-1,-0.6525578154800012
22300159,2023-11-08,regular,1629001,De'Anthony Melton,PHI,PHI,BOS,29,3,1,9,0.1111111111111111,1,7,0.14285714285714285,0,0,,0,4,4,2,1,0,1,2,-3,1,2024,9,-1.2290330877215823
22300159,2023-11-08,regular,201976,Patrick Beverley,PHI,PHI,BOS,15,2,1,2,0.5,0,1,0.0,0,0,,0,5,5,4,0,0,0,2,4,1,2024,11,-0.7986097894454124
22300159,2023-11-08,regular,1630194,Paul Reed,PHI,PHI,BOS,11,8,4,5,0.8,0,0,,0,0,,3,1,4,0,1,0,1,0,-1,1,2024,12,0.1349266749197087
22300159,2023-11-08,regular,203954,Joel Embiid,PHI,PHI,BOS,37,27,10,20,0.5,1,4,0.25,6,6,1.0,1,9,10,4,1,4,6,3,4,1,2024,40,-0.7780801864237853
22300159,2023-11-08,regular,1630178,Tyrese Maxey,PHI,PHI,BOS,39,25,11,27,0.4074074074074074,3,11,0.2727272727272727,0,1,0.0,1,8,9,5,1,2,1,4,-3,1,2024,41,-0.0958673194124238
22300160,2023-11-08,regular,1627827,Dorian Finney-Smith,BKN,BKN,LAC,35,12,4,11,0.36363636363636365,4,8,0.5,0,0,,3,6,9,2,1,3,0,2,4,1,2024,27,0.7108795681091163
22300160,2023-11-08,regular,203915,Spencer Dinwiddie,BKN,BKN,LAC,26,7,2,8,0.25,2,7,0.2857142857142857,1,2,0.5,0,3,3,4,0,0,2,0,-1,1,2024,12,-0.4591432908020028
22300160,2023-11-08,regular,1630560,Cam Thomas,BKN,BKN,LAC,20,14,6,14,0.42857142857142855,0,2,0.0,2,2,1.0,0,2,2,0,0,1,2,1,1,1,2024,15,-0.8980944067428981
22300160,2023-11-08,regular,1629022,Lonnie Walker IV,BKN,BKN,LAC,28,21,8,16,0.5,3,7,0.42857142857142855,2,2,1.0,0,1,1,0,1,1,0,0,10,1,2024,24,1.4981454715554128
22300160,2023-11-08,regular,1628372,Dennis Smith Jr.,BKN,BKN,LAC,25,4,2,7,0.2857142857142857,0,3,0.0,0,0,,1,0,1,5,2,0,1,4,5,1,2024,11,-0.6565045126942564
22300160,2023-11-08,regular,1630570,Trendon Watford,BKN,BKN,LAC,19,9,3,6,0.5,1,2,0.5,2,2,1.0,2,3,5,2,3,0,4,2,5,1,2024,15,0.39168190488665483
22300160,2023-11-08,regular,1630549,Day'Ron Sharpe,BKN,BKN,LAC,19,11,4,9,0.4444444444444444,0,0,,3,3,1.0,4,6,10,0,1,0,2,3,7,1,2024,20,1.1748262295997356
22300160,2023-11-08,regular,1626220,Royce O'Neale,BKN,BKN,LAC,34,12,4,10,0.4,4,8,0.5,0,0,,3,7,10,2,0,3,0,1,3,1,2024,27,0.8080476835587111
22300160,2023-11-08,regular,1628969,Mikal Bridges,BKN,BKN,LAC,34,10,4,11,0.36363636363636365,1,4,0.25,1,2,0.5,1,7,8,7,2,2,3,1,1,1,2024,26,-1.1609321501967906
22300160,2023-11-08,regular,1627826,Ivica Zubac,LAC,BKN,LAC,29,10,5,9,0.5555555555555556,0,0,,0,0,,3,7,10,1,0,3,1,5,-11,0,2024,23,-0.3373259697618597
22300160,2023-11-08,regular,1630538,Bones Hyland,LAC,BKN,LAC,6,4,2,6,0.3333333333333333,0,2,0.0,0,0,,1,1,2,0,0,0,1,0,-2,0,2024,5,-0.36833786210665886
22300160,2023-11-08,regular,201935,James Harden,LAC,BKN,LAC,36,12,4,9,0.4444444444444444,2,5,0.4,2,2,1.0,0,8,8,5,2,0,5,0,-15,0,2024,22,-0.668233393720693
22300160,2023-11-08,regular,200782,P.J. Tucker,LAC,BKN,LAC,21,3,1,3,0.3333333333333333,0,1,0.0,1,1,1.0,3,3,6,3,1,1,0,3,10,0,2024,14,0.5112447310789372
22300160,2023-11-08,regular,1629611,Terance Mann,LAC,BKN,LAC,19,0,0,2,0.0,0,2,0.0,0,0,,0,4,4,1,0,0,2,1,-2,0,2024,3,-1.5850416617500391
22300160,2023-11-08,regular,202331,Paul George,LAC,BKN,LAC,39,24,7,20,0.35,2,10,0.2,8,8,1.0,1,6,7,1,3,1,3,2,-7,0,2024,33,0.18072244786382505
