gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season,player_efficiency,normalized_pts
22300521,2024-01-10,regular,1630531,Jaden Springer,PHI,ATL,PHI,13,2,1,2,0.5,0,0,,0,0,,0,1,1,0,1,0,0,2,-3,0,2024,4,-0.36137750213205977
22300521,2024-01-10,regular,1630194,Paul Reed,PHI,ATL,PHI,19,9,4,8,0.5,0,1,0.0,1,1,1.0,1,8,9,2,1,2,0,2,-2,0,2024,23,0.32801139937377466
22300521,2024-01-10,regular,201587,Nicolas Batum,PHI,ATL,PHI,37,6,2,4,0.5,1,2,0.5,1,2,0.5,2,2,4,2,0,3,1,4,2,0,2024,14,0.09410323881815924
22300522,2024-01-10,regular,1631107,Nikola Jovic,MIA,MIA,OKC,33,15,5,8,0.625,3,5,0.6,2,2,1.0,0,5,5,4,1,1,1,3,13,0,2024,25,1.2971101443543411
22300522,2024-01-10,regular,1628389,Bam Adebayo,MIA,MIA,OKC,37,25,9,16,0.5625,0,0,,7,7,1.0,5,6,11,6,0,2,1,1,-6,0,2024,43,1.0807419134732132
22300522,2024-01-10,regular,1629312,Haywood Highsmith,MIA,MIA,OKC,35,19,7,14,0.5,5,7,0.7142857142857143,0,0,,2,3,5,2,1,0,0,2,-1,0,2024,27,2.3581411453391534
22300522,2024-01-10,regular,1629130,Duncan Robinson,MIA,MIA,OKC,25,3,1,8,0.125,1,7,0.14285714285714285,0,0,,0,1,1,1,2,0,1,0,-18,0,2024,6,-1.3673107273706375
22300522,2024-01-10,regular,1626196,Josh Richardson,MIA,MIA,OKC,21,8,3,7,0.42857142857142855,2,5,0.4,0,0,,0,1,1,2,1,0,2,2,-19,0,2024,10,-0.3731336222090384
22300522,2024-01-10,regular,1631170,Jaime Jaquez Jr.,MIA,MIA,OKC,34,21,6,9,0.6666666666666666,3,5,0.6,6,9,0.6666666666666666,0,5,5,2,0,0,3,4,-4,0,2024,25,1.3913132905335999
22300522,2024-01-10,regular,1629639,Tyler Herro,MIA,MIA,OKC,36,17,7,21,0.3333333333333333,1,5,0.2,2,4,0.5,0,5,5,6,3,0,1,1,9,0,2024,30,-0.6357910956232365
22300522,2024-01-10,regular,201567,Kevin Love,MIA,MIA,OKC,20,12,3,6,0.5,0,2,0.0,6,6,1.0,1,4,5,2,0,0,1,0,-14,0,2024,18,0.5495791521513796
22300522,2024-01-10,regular,1631096,Chet Holmgren,OKC,MIA,OKC,33,23,10,15,0.6666666666666666,1,5,0.2,2,3,0.6666666666666666,0,9,9,2,0,3,2,4,3,1,2024,35,0.9752563637654156
22300522,2024-01-10,regular,1630581,Josh Giddey,OKC,MIA,OKC,20,9,3,5,0.6,1,2,0.5,2,2,1.0,0,7,7,2,1,0,2,0,7,1,2024,17,-0.57830376894978
22300522,2024-01-10,regular,1630598,Aaron Wiggins,OKC,MIA,OKC,8,2,1,4,0.25,0,0,,0,0,,0,0,0,0,0,0,0,1,-7,1,2024,2,-0.9200267709121237
22300522,2024-01-10,regular,203995,Vasilije Micic,OKC,MIA,OKC,15,4,2,2,1.0,0,0,,0,0,,0,1,1,5,1,0,0,1,16,1,2024,11,-0.4912033482230752
22300522,2024-01-10,regular,1631119,Jaylin Williams,OKC,MIA,OKC,12,3,1,2,0.5,1,2,0.5,0,0,,0,2,2,4,0,0,0,2,3,1,2024,9,-0.3333333333333333
22300522,2024-01-10,regular,1641717,Cason Wallace,OKC,MIA,OKC,18,8,3,5,0.6,2,4,0.5,0,0,,1,1,2,1,0,0,1,2,9,1,2024,10,0.25386484825195954
22300522,2024-01-10,regular,1629026,Kenrich Williams,OKC,MIA,OKC,17,7,3,4,0.75,1,2,0.5,0,0,,1,5,6,2,0,0,2,0,6,1,2024,13,0.6025066530193005
22300522,2024-01-10,regular,1630198,Isaiah Joe,OKC,MIA,OKC,22,11,4,7,0.5714285714285714,3,6,0.5,0,0,,1,1,2,0,0,0,1,1,-4,1,2024,12,0.6151837572240181
22300522,2024-01-10,regular,1631114,Jalen Williams,OKC,MIA,OKC,35,19,8,15,0.5333333333333333,1,3,0.3333333333333333,2,2,1.0,1,8,9,12,1,0,1,2,13,1,2024,40,-0.012308873794310856
22300522,2024-01-10,regular,1629652,Luguentz Dort,OKC,MIA,OKC,26,14,5,10,0.5,2,4,0.5,2,4,0.5,0,2,2,0,0,0,0,3,-3,1,2024,16,0.5391427677602824
22300522,2024-01-10,regular,1628983,Shai Gilgeous-Alexander,OKC,MIA,OKC,34,28,11,17,0.6470588235294118,2,5,0.4,4,5,0.8,0,2,2,8,1,1,3,3,-3,1,2024,37,-0.2944812265453685
22300523,2024-01-10,regular,1630245,Ayo Dosunmu,CHI,CHI,HOU,18,8,3,8,0.375,2,4,0.5,0,0,,2,2,4,3,0,0,0,0,-5,1,2024,15,-0.5741769233321798
22300523,2024-01-10,regular,1629632,Coby White,CHI,CHI,HOU,43,30,9,17,0.5294117647058824,6,11,0.5454545454545454,6,7,0.8571428571428571,0,4,4,8,0,1,4,1,15,1,2024,39,1.4024417469804287
22300523,2024-01-10,regular,203897,Zach LaVine,CHI,CHI,HOU,41,25,8,15,0.5333333333333333,4,8,0.5,5,6,0.8333333333333334,1,12,13,7,3,1,4,5,15,1,2024,45,0.5352836067317689
22300523,2024-01-10,regular,1631207,Dalen Terry,CHI,CHI,HOU,6,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,0,0,0,1,4,1,2024,4,-0.014818859817166904
22300523,2024-01-10,regular,203083,Andre Drummond,CHI,CHI,HOU,13,4,2,2,1.0,0,0,,0,0,,0,0,0,1,2,0,3,1,-11,1,2024,4,-0.8592833722332773
22300523,2024-01-10,regular,1627936,Alex Caruso,CHI,CHI,HOU,32,12,3,10,0.3,2,9,0.2222222222222222,4,6,0.6666666666666666,2,4,6,3,1,1,0,3,-9,1,2024,23,0.45563204500334026
22300523,2024-01-10,regular,1630172,Patrick Williams,CHI,CHI,HOU,29,5,2,6,0.3333333333333333,1,3,0.3333333333333333,0,0,,0,0,0,1,3,0,2,2,9,1,2024,7,-0.843817079375444
22300523,2024-01-10,regular,201942,DeMar DeRozan,CHI,CHI,HOU,43,19,5,19,0.2631578947368421,3,6,0.5,6,6,1.0,0,4,4,4,0,0,1,2,-9,1,2024,26,-0.6911620759928627
22300523,2024-01-10,regular,202696,Nikola Vucevic,CHI,CHI,HOU,41,18,9,17,0.5294117647058824,0,5,0.0,0,0,,3,12,15,3,0,1,0,4,16,1,2024,37,-0.011985799791024923
22300523,2024-01-10,regular,1627832,Fred VanVleet,HOU,CHI,HOU,42,20,7,19,0.3684210526315789,3,14,0.21428571428571427,3,4,0.75,0,6,6,10,1,3,2,3,-10,0,2024,38,0.3257144984258644
22300523,2024-01-10,regular,1631095,Jabari Smith Jr.,HOU,CHI,HOU,47,18,7,14,0.5,4,9,0.4444444444444444,0,0,,2,13,15,1,0,1,2,3,8,0,2024,33,0.6682167620543622
22300523,2024-01-10,regular,1630256,Jae'Sean Tate,HOU,CHI,HOU,18,3,1,3,0.3333333333333333,0,2,0.0,1,2,0.5,1,1,2,0,0,0,0,1,-13,0,2024,5,-0.3136258438343417
22300523,2024-01-10,regular,1628988,Aaron Holiday,HOU,CHI,HOU,11,4,1,3,0.3333333333333333,0,1,0.0,2,2,1.0,1,1,2,0,2,0,2,0,-1,0,2024,6,-0.4739633423165375
22300523,2024-01-10,regular,1630224,Jalen Green,HOU,CHI,HOU,40,18,8,19,0.42105263157894735,2,7,0.2857142857142857,0,1,0.0,1,5,6,8,1,0,2,2,-4,0,2024,31,-0.1758737136228371
22300523,2024-01-10,regular,1641708,Amen Thompson,HOU,CHI,HOU,14,6,3,7,0.42857142857142855,0,3,0.0,0,0,,0,2,2,3,1,0,2,2,3,0,2024,10,-0.5636710195434659
22300523,2024-01-10,regular,201145,Jeff Green,HOU,CHI,HOU,19,9,4,5,0.8,0,1,0.0,1,1,1.0,1,2,3,1,0,0,1,1,3,0,2024,12,0.5109936347088216
22300523,2024-01-10,regular,1641715,Cam Whitmore,HOU,CHI,HOU,33,16,6,12,0.5,2,5,0.4,2,2,1.0,1,4,5,1,2,0,1,1,-3,0,2024,23,0.6033207964035245
22300523,2024-01-10,regular,1630578,Alperen Sengun,HOU,CHI,HOU,41,25,11,19,0.5789473684210527,0,3,0.0,3,8,0.375,2,7,9,5,2,0,2,5,-8,0,2024,39,0.5467593568964049
22300524,2024-01-10,regular,1631221,Collin Gillespie,DEN,UTA,DEN,6,8,2,3,0.6666666666666666,1,1,1.0,3,4,0.75,0,1,1,1,0,0,0,0,12,0,2024,10,0.9939332099323634
22300524,2024-01-10,regular,1629008,Michael Porter Jr.,DEN,UTA,DEN,24,5,2,9,0.2222222222222222,1,3,0.3333333333333333,0,0,,1,3,4,1,0,0,1,2,-18,0,2024,9,-1.7354323051049851
22300524,2024-01-10,regular,203999,Nikola Jokic,DEN,UTA,DEN,30,27,8,9,0.8888888888888888,1,1,1.0,10,12,0.8333333333333334,1,10,11,6,1,0,6,3,-21,0,2024,39,0.07445185964542334
22300524,2024-01-10,regular,202704,Reggie Jackson,DEN,UTA,DEN,20,5,2,7,0.2857142857142857,1,4,0.25,0,0,,0,0,0,2,0,0,0,2,3,0,2024,7,-0.8110261254021804
22300524,2024-01-10,regular,201599,DeAndre Jordan,DEN,UTA,DEN,8,5,1,3,0.3333333333333333,0,0,,3,4,0.75,2,3,5,0,0,1,0,0,-4,0,2024,11,0.25204044142283866
22300524,2024-01-10,regular,203200,Justin Holiday,DEN,UTA,DEN,12,3,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,,0,0,0,1,1,0,0,2,11,0,2024,5,-0.25340468879201494
22300524,2024-01-10,regular,1630643,Jay Huff,DEN,UTA,DEN,6,2,1,2,0.5,0,1,0.0,0,0,,0,0,0,1,0,0,1,1,12,0,2024,2,0.612846959157698
22300524,2024-01-10,regular,1630296,Braxton Key,DEN,UTA,DEN,6,2,1,1,1.0,0,0,,0,0,,1,0,1,1,1,0,0,0,12,0,2024,5,0.7440410756820877
22300524,2024-01-10,regular,203484,Kentavious Caldwell-Pope,DEN,UTA,DEN,28,12,4,9,0.4444444444444444,2,5,0.4,2,2,1.0,0,1,1,1,4,1,1,2,-20,0,2024,18,0.3795305387058932
22300524,2024-01-10,regular,1631212,Peyton Watson,DEN,UTA,DEN,17,3,1,8,0.125,1,5,0.2,0,0,,1,1,2,0,0,0,0,1,-12,0,2024,5,-0.7867856026386529
22300524,2024-01-10,regular,1627750,Jamal Murray,DEN,UTA,DEN,31,17,6,15,0.4,1,5,0.2,4,4,1.0,0,1,1,6,1,2,4,3,-27,0,2024,23,-0.534889955232827
22300524,2024-01-10,regular,1630192,Zeke Nnaji,DEN,UTA,DEN,6,5,1,2,0.5,1,1,1.0,2,2,1.0,0,0,0,1,1,0,0,2,12,0,2024,7,0.5643046177899457
22300524,2024-01-10,regular,203932,Aaron Gordon,DEN,UTA,DEN,29,12,5,6,0.8333333333333334,2,2,1.0,0,0,,2,3,5,4,1,0,2,4,-20,0,2024,20,-0.3560908843576572
22300524,2024-01-10,regular,1631128,Christian Braun,DEN,UTA,DEN,17,5,2,4,0.5,1,2,0.5,0,0,,0,3,3,1,1,0,1,1,-5,0,2024,9,-0.47920378084062537
22300524,2024-01-10,regular,1630534,Ochai Agbaji,UTA,UTA,DEN,13,0,0,2,0.0,0,1,0.0,0,0,,1,3,4,1,1,2,0,1,1,1,2024,8,-1.1995740408500477
22300524,2024-01-10,regular,203903,Jordan Clarkson,UTA,UTA,DEN,33,27,12,19,0.631578947368421,3,8,0.375,0,1,0.0,0,2,2,9,0,0,3,1,8,1,2024,35,1.106354440432534
22300524,2024-01-10,regular,1629012,Collin Sexton,UTA,UTA,DEN,21,22,8,14,0.5714285714285714,2,4,0.5,4,4,1.0,1,1,2,4,1,1,1,3,11,1,2024,29,0.48847828388872006
22300524,2024-01-10,regular,1630209,Omer Yurtseven,UTA,UTA,DEN,3,2,1,1,1.0,0,0,,0,0,,0,2,2,0,0,0,2,0,-5,1,2024,2,-0.5285543901705455
22300524,2024-01-10,regular,1641729,Brice Sensabaugh,UTA,UTA,DEN,3,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-5,1,2024,0,-1.1748124050098157
22300524,2024-01-10,regular,1629677,Luka Samanic,UTA,UTA,DEN,3,1,0,0,,0,0,,1,2,0.5,0,0,0,1,0,0,0,0,-5,1,2024,2,-0.6127204717500891
22300524,2024-01-10,regular,1641707,Taylor Hendricks,UTA,UTA,DEN,3,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,1,0,-5,1,2024,0,-1.5364383780665067
22300524,2024-01-10,regular,1631323,Simone Fontecchio,UTA,UTA,DEN,21,3,1,5,0.2,1,4,0.25,0,0,,0,0,0,2,0,0,3,0,13,1,2024,2,-1.1586600453270408
22300524,2024-01-10,regular,1641718,Keyonte George,UTA,UTA,DEN,22,6,2,7,0.2857142857142857,1,4,0.25,1,2,0.5,0,1,1,3,1,0,1,0,7,1,2024,10,-0.9445233746912676
22300524,2024-01-10,regular,1627739,Kris Dunn,UTA,UTA,DEN,26,5,2,2,1.0,1,1,1.0,0,0,,1,3,4,3,4,1,2,4,6,1,2024,15,-0.12043675237650796
22300524,2024-01-10,regular,1631117,Walker Kessler,UTA,UTA,DEN,15,8,4,4,1.0,0,0,,0,0,,2,2,4,1,2,1,1,4,10,1,2024,15,-0.024073565051944388
22300524,2024-01-10,regular,1628381,John Collins,UTA,UTA,DEN,24,15,6,10,0.6,2,4,0.5,1,2,0.5,0,6,6,3,1,0,1,2,12,1,2024,24,-0.02097187085767536
22300524,2024-01-10,regular,203482,Kelly Olynyk,UTA,UTA,DEN,19,9,4,5,0.8,1,1,1.0,0,0,,0,3,3,5,2,1,1,2,0,1,2024,19,-0.13598631869850664
22300524,2024-01-10,regular,1628374,Lauri Markkanen,UTA,UTA,DEN,32,26,6,13,0.46153846153846156,2,5,0.4,12,12,1.0,2,10,12,2,0,1,0,2,17,1,2024,41,0.4242065422931016
22300525,2024-01-10,regular,1630541,Moses Moody,GSW,GSW,NOP,25,21,8,18,0.4444444444444444,4,8,0.5,1,1,1.0,1,1,2,0,1,0,0,3,-7,0,2024,24,2.5686166833859736
22300525,2024-01-10,regular,1630228,Jonathan Kuminga,GSW,GSW,NOP,28,12,4,7,0.5714285714285714,0,1,0.0,4,6,0.6666666666666666,0,3,3,4,0,1,3,3,-20,0,2024,17,-0.5927936184908853
22300525,2024-01-10,regular,203952,Andrew Wiggins,GSW,GSW,NOP,23,5,2,8,0.25,1,3,0.3333333333333333,0,0,,0,2,2,2,0,0,1,2,-29,0,2024,8,-1.301091037163358
22300525,2024-01-10,regular,203967,Dario Saric,GSW,GSW,NOP,13,4,1,3,0.3333333333333333,0,2,0.0,2,2,1.0,1,2,3,3,1,0,2,2,-24,0,2024,9,-0.6961720410671056
22300525,2024-01-10,regular,201939,Stephen Curry,GSW,GSW,NOP,25,15,4,13,0.3076923076923077,3,8,0.375,4,4,1.0,0,1,1,6,1,0,3,0,-4,0,2024,20,-1.193175743521917
22300525,2024-01-10,regular,1641764,Brandin Podziemski,GSW,GSW,NOP,25,2,1,6,0.16666666666666666,0,2,0.0,0,0,,3,6,9,2,0,0,2,1,-31,0,2024,11,-1.3240129304191834
22300525,2024-01-10,regular,1630611,Gui Santos,GSW,GSW,NOP,10,2,0,3,0.0,0,3,0.0,2,2,1.0,0,3,3,1,0,0,0,0,-6,0,2024,6,-0.38109379008285255
22300525,2024-01-10,regular,1626172,Kevon Looney,GSW,GSW,NOP,19,7,3,3,1.0,0,0,,1,2,0.5,2,5,7,0,0,1,0,4,-3,0,2024,15,0.8472051689174643
22300525,2024-01-10,regular,202709,Cory Joseph,GSW,GSW,NOP,17,2,1,3,0.3333333333333333,0,2,0.0,0,0,,2,1,3,2,0,0,2,2,-22,0,2024,5,-0.17252148204421264
22300525,2024-01-10,regular,1631311,Lester Quinones,GSW,GSW,NOP,8,3,1,4,0.25,1,3,0.3333333333333333,0,0,,1,0,1,1,0,0,0,0,-1,0,2024,5,-0.31206053791115596
22300525,2024-01-10,regular,1631218,Trayce Jackson-Davis,GSW,GSW,NOP,22,19,9,11,0.8181818181818182,0,0,,1,1,1.0,3,2,5,1,1,1,1,1,-16,0,2024,26,2.060930605091255
22300525,2024-01-10,regular,202691,Klay Thompson,GSW,GSW,NOP,24,13,5,10,0.5,3,7,0.42857142857142855,0,0,,1,3,4,2,0,1,3,1,-17,0,2024,17,-0.6036569853855824
22300525,2024-01-10,regular,1630529,Herbert Jones,NOP,GSW,NOP,23,12,4,7,0.5714285714285714,4,7,0.5714285714285714,0,0,,1,4,5,4,1,2,1,1,10,1,2024,23,0.21820618613012113
22300525,2024-01-10,regular,1630530,Trey Murphy III,NOP,GSW,NOP,24,16,6,13,0.46153846153846156,4,11,0.36363636363636365,0,0,,3,1,4,6,0,1,0,2,38,1,2024,27,0.17541539354073127
22300525,2024-01-10,regular,1630700,Dyson Daniels,NOP,GSW,NOP,22,8,3,4,0.75,1,2,0.5,1,2,0.5,0,3,3,3,1,0,1,2,25,1,2024,14,0.5640186834610897
22300525,2024-01-10,regular,202685,Jonas Valanciunas,NOP,GSW,NOP,21,21,9,13,0.6923076923076923,2,3,0.6666666666666666,1,2,0.5,4,5,9,2,2,1,0,4,18,1,2024,35,1.4000028013647343
22300525,2024-01-10,regular,1630604,E.J. Liddell,NOP,GSW,NOP,3,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,-2,1,2024,0,-0.35355339059327373
22300525,2024-01-10,regular,203469,Cody Zeller,NOP,GSW,NOP,8,6,3,3,1.0,0,0,,0,0,,2,1,3,1,0,0,1,2,1,1,2024,9,1.981278379190121
22300525,2024-01-10,regular,1630526,Jeremiah Robinson-Earl,NOP,GSW,NOP,6,0,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,-5,1,2024,2,-0.8934673026102806
22300525,2024-01-10,regular,1626204,Larry Nance Jr.,NOP,GSW,NOP,19,6,1,1,1.0,1,1,1.0,3,4,0.75,1,4,5,1,2,1,1,0,17,1,2024,14,0.019677283114348958
22300525,2024-01-10,regular,1630230,Naji Marshall,NOP,GSW,NOP,13,12,5,6,0.8333333333333334,0,0,,2,2,1.0,0,3,3,2,1,0,1,1,1,1,2024,17,1.0876148065532687
22300525,2024-01-10,regular,1627742,Brandon Ingram,NOP,GSW,NOP,23,13,5,12,0.4166666666666667,1,3,0.3333333333333333,2,2,1.0,1,4,5,1,1,0,2,4,7,1,2024,18,-1.0137905594172485
22300525,2024-01-10,regular,1641722,Jordan Hawkins,NOP,GSW,NOP,21,14,5,9,0.5555555555555556,4,5,0.8,0,0,,0,1,1,2,0,0,0,1,25,1,2024,17,0.8306938525640046
22300525,2024-01-10,regular,203468,CJ McCollum,NOP,GSW,NOP,26,14,5,13,0.38461538461538464,2,7,0.2857142857142857,2,2,1.0,0,3,3,8,2,1,0,0,22,1,2024,28,-0.7377192787533318
22300525,2024-01-10,regular,1629627,Zion Williamson,NOP,GSW,NOP,30,19,8,12,0.6666666666666666,0,0,,3,5,0.6,1,4,5,7,1,0,4,2,23,1,2024,28,-0.5503452351930531
22300526,2024-01-10,regular,1627826,Ivica Zubac,LAC,LAC,TOR,31,12,6,8,0.75,0,0,,0,0,,5,6,11,3,0,1,2,2,1,1,2024,25,0.06509799416456956
22300526,2024-01-10,regular,1626181,Norman Powell,LAC,LAC,TOR,27,13,4,11,0.36363636363636365,3,8,0.375,2,2,1.0,0,3,3,1,0,0,0,1,2,1,2024,17,-0.1603495799086202
22300526,2024-01-10,regular,201935,James Harden,LAC,LAC,TOR,34,14,5,13,0.38461538461538464,2,7,0.2857142857142857,2,2,1.0,0,5,5,11,1,0,3,4,8,1,2024,28,-0.3748626355018523
22300526,2024-01-10,regular,202331,Paul George,LAC,LAC,TOR,38,29,12,22,0.5454545454545454,5,9,0.5555555555555556,0,0,,0,7,7,6,2,1,0,4,15,1,2024,45,0.8175539308125418
22300526,2024-01-10,regular,202695,Kawhi Leonard,LAC,LAC,TOR,38,29,10,18,0.5555555555555556,2,4,0.5,7,7,1.0,2,1,3,7,1,2,0,3,-5,1,2024,42,0.7486702362655153
22300526,2024-01-10,regular,201566,Russell Westbrook,LAC,LAC,TOR,14,6,3,9,0.3333333333333333,0,1,0.0,0,0,,0,0,0,3,0,0,0,0,-2,1,2024,9,-1.0242508908836034
22300526,2024-01-10,regular,1629611,Terance Mann,LAC,LAC,TOR,24,13,5,5,1.0,3,3,1.0,0,0,,2,0,2,1,0,0,1,1,6,1,2024,15,0.7636142960102772
22300526,2024-01-10,regular,1629599,Amir Coffey,LAC,LAC,TOR,18,6,3,5,0.6,0,2,0.0,0,0,,0,1,1,1,1,0,0,1,3,1,2024,9,-0.11729167332577403
22300526,2024-01-10,regular,1628464,Daniel Theis,LAC,LAC,TOR,16,4,1,2,0.5,0,0,,2,2,1.0,2,2,4,1,1,1,1,1,2,1,2024,10,-0.516625070595057
22300526,2024-01-10,regular,1629667,Jalen McDaniels,TOR,LAC,TOR,13,2,1,2,0.5,0,0,,0,0,,0,3,3,1,1,0,0,2,0,0,2024,7,-0.35278507263893666
22300526,2024-01-10,regular,202066,Garrett Temple,TOR,LAC,TOR,8,3,1,2,0.5,1,1,1.0,0,0,,0,2,2,1,0,0,0,2,4,0,2024,6,-0.07493962116545518
22300526,2024-01-10,regular,1629628,RJ Barrett,TOR,LAC,TOR,37,24,10,16,0.625,4,6,0.6666666666666666,0,0,,1,4,5,4,0,0,4,4,0,0,2024,29,0.6141105323124417
22300526,2024-01-10,regular,1630567,Scottie Barnes,TOR,LAC,TOR,34,12,5,10,0.5,1,5,0.2,1,3,0.3333333333333333,0,7,7,6,0,2,2,1,-9,0,2024,25,-1.2079588609703236
22300526,2024-01-10,regular,201152,Thaddeus Young,TOR,LAC,TOR,23,8,4,5,0.8,0,1,0.0,0,0,,2,2,4,3,2,0,2,1,-2,0,2024,15,0.9472140505520606
22300526,2024-01-10,regular,1628449,Chris Boucher,TOR,LAC,TOR,11,3,1,3,0.3333333333333333,0,1,0.0,1,1,1.0,0,1,1,0,0,0,0,0,-10,0,2024,4,-0.8543950700016155
22300526,2024-01-10,regular,1629018,Gary Trent Jr.,TOR,LAC,TOR,24,12,5,9,0.5555555555555556,2,4,0.5,0,0,,1,2,3,2,0,0,0,1,-9,0,2024,17,-0.23332778220612538
22300526,2024-01-10,regular,1630193,Immanuel Quickley,TOR,LAC,TOR,36,25,7,16,0.4375,2,4,0.5,9,9,1.0,0,4,4,6,1,0,1,1,-5,0,2024,35,1.1983467065932742
22300526,2024-01-10,regular,1629007,Jontay Porter,TOR,LAC,TOR,18,9,4,8,0.5,1,3,0.3333333333333333,0,0,,3,4,7,4,0,0,3,4,2,0,2024,17,1.0071012721437356
22300526,2024-01-10,regular,203471,Dennis Schroder,TOR,LAC,TOR,34,22,8,13,0.6153846153846154,1,5,0.2,5,5,1.0,0,1,1,4,0,0,2,1,-1,0,2024,25,1.2163640997291396
22300527,2024-01-11,regular,1630560,Cam Thomas,BKN,CLE,BKN,35,26,9,21,0.42857142857142855,1,5,0.2,7,11,0.6363636363636364,0,6,6,2,0,1,0,3,2,0,2024,35,0.37662023508573167
22300527,2024-01-11,regular,1628372,Dennis Smith Jr.,BKN,CLE,BKN,23,2,1,2,0.5,0,0,,0,0,,1,3,4,5,0,1,1,1,6,0,2024,11,-1.1635976535339578
22300527,2024-01-11,regular,1629661,Cameron Johnson,BKN,CLE,BKN,23,3,1,7,0.14285714285714285,1,5,0.2,0,2,0.0,1,1,2,1,1,0,3,3,-11,0,2024,4,-1.9120350963123067
22300527,2024-01-11,regular,1626220,Royce O'Neale,BKN,CLE,BKN,17,0,0,2,0.0,0,2,0.0,0,0,,0,2,2,1,0,0,1,2,-8,0,2024,2,-1.4449793870696952
22300527,2024-01-11,regular,203915,Spencer Dinwiddie,BKN,CLE,BKN,16,2,1,3,0.3333333333333333,0,2,0.0,0,0,,0,2,2,3,0,0,0,2,-20,0,2024,7,-1.1496517554847023
22300527,2024-01-11,regular,1627827,Dorian Finney-Smith,BKN,CLE,BKN,14,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,1,3,-17,0,2024,0,-1.7470769046749468
22300527,2024-01-11,regular,1628385,Harry Giles III,BKN,CLE,BKN,3,2,1,2,0.5,0,0,,0,0,,1,0,1,1,0,0,1,0,-4,0,2024,3,-0.1290671821103944
22300527,2024-01-11,regular,1630570,Trendon Watford,BKN,CLE,BKN,13,8,4,5,0.8,0,1,0.0,0,0,,2,2,4,1,1,0,0,6,11,0,2024,14,0.20889701593954926
22300527,2024-01-11,regular,1629022,Lonnie Walker IV,BKN,CLE,BKN,25,20,8,12,0.6666666666666666,4,5,0.8,0,0,,1,2,3,2,1,1,1,3,2,0,2024,26,1.3650789518766777
22300527,2024-01-11,regular,1628969,Mikal Bridges,BKN,CLE,BKN,39,26,6,18,0.3333333333333333,2,6,0.3333333333333333,12,13,0.9230769230769231,0,6,6,1,1,0,4,3,-6,0,2024,30,0.776908792625333
22300527,2024-01-11,regular,1629651,Nic Claxton,BKN,CLE,BKN,33,13,6,9,0.6666666666666666,0,0,,1,2,0.5,3,8,11,1,1,0,4,3,0,0,2024,22,0.24855916975595227
22300527,2024-01-11,regular,1628378,Donovan Mitchell,CLE,CLE,BKN,41,45,15,30,0.5,4,12,0.3333333333333333,11,13,0.8461538461538461,2,10,12,6,4,0,7,1,12,1,2024,60,2.1108304956026
22300527,2024-01-11,regular,1628386,Jarrett Allen,CLE,CLE,BKN,38,12,3,5,0.6,0,0,,6,6,1.0,3,9,12,4,2,4,1,5,7,1,2024,33,-0.7406987855723943
22300527,2024-01-11,regular,1627747,Caris LeVert,CLE,CLE,BKN,35,21,5,14,0.35714285714285715,3,9,0.3333333333333333,8,12,0.6666666666666666,0,3,3,1,1,2,1,2,0,1,2024,27,0.9690579067035274
22300527,2024-01-11,regular,1629622,Max Strus,CLE,CLE,BKN,7,0,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,0,8,1,2024,0,-2.0003494789453735
22300527,2024-01-11,regular,202684,Tristan Thompson,CLE,CLE,BKN,10,1,0,0,,0,0,,1,4,0.25,1,1,2,0,1,0,1,3,2,1,2024,3,-0.7998333853985888
22300527,2024-01-11,regular,1630171,Isaac Okoro,CLE,CLE,BKN,35,12,4,12,0.3333333333333333,2,5,0.4,2,2,1.0,3,1,4,0,0,0,1,4,5,1,2024,15,0.5504675961077312
22300527,2024-01-11,regular,1627777,Georges Niang,CLE,CLE,BKN,16,10,3,6,0.5,2,4,0.5,2,2,1.0,1,3,4,2,0,0,0,3,0,1,2024,16,0.10807017247414588
22300527,2024-01-11,regular,1630241,Sam Merrill,CLE,CLE,BKN,32,6,2,12,0.16666666666666666,2,11,0.18181818181818182,0,0,,2,7,9,1,1,0,0,1,2,1,2024,17,-0.2853236301424446
22300527,2024-01-11,regular,1629731,Dean Wade,CLE,CLE,BKN,27,4,0,1,0.0,0,1,0.0,4,4,1.0,0,1,1,2,2,0,0,5,9,1,2024,9,-0.26065210527240273
22300528,2024-01-11,regular,1630573,Sam Hauser,BOS,MIL,BOS,24,15,4,8,0.5,4,8,0.5,3,3,1.0,1,3,4,0,1,0,1,1,-16,0,2024,19,1.0258564847446272
22300528,2024-01-11,regular,1629674,Neemias Queta,BOS,MIL,BOS,13,4,2,4,0.5,0,0,,0,0,,1,2,3,0,0,1,1,1,-4,0,2024,7,-0.3097927758696814
