gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22300175,2023-11-11,regular,1610612737,ATL,ATL,MIA,48.0,109.0,38.0,87.0,43.7,18.0,46.0,39.1,15.0,18.0,83.3,15.0,33.0,48.0,23.0,22.0,6.0,6.0,19.0,-8.0,0.0,2024
22300175,2023-11-11,regular,1610612748,MIA,ATL,MIA,48.0,117.0,41.0,84.0,48.8,12.0,38.0,31.6,23.0,25.0,92.0,7.0,32.0,39.0,23.0,15.0,10.0,4.0,14.0,8.0,1.0,2024
22300176,2023-11-11,regular,1610612739,CLE,GSW,CLE,48.0,118.0,37.0,86.0,43.0,11.0,30.0,36.7,33.0,43.0,76.7,11.0,34.0,45.0,23.0,11.0,13.0,3.0,24.0,8.0,1.0,2024
22300176,2023-11-11,regular,1610612744,GSW,GSW,CLE,48.0,110.0,37.0,90.0,41.1,13.0,38.0,34.2,23.0,30.0,76.7,15.0,40.0,55.0,26.0,20.0,5.0,3.0,29.0,-8.0,0.0,2024
22300177,2023-11-12,regular,1610612766,CHA,NYK,CHA,48.0,107.0,44.0,94.0,46.8,12.0,35.0,34.3,7.0,11.0,63.6,15.0,21.0,36.0,21.0,12.0,5.0,4.0,25.0,-22.0,0.0,2024
22300177,2023-11-12,regular,1610612752,NYK,NYK,CHA,48.0,129.0,47.0,87.0,54.0,15.0,36.0,41.7,20.0,30.0,66.7,10.0,30.0,40.0,25.0,9.0,8.0,4.0,18.0,22.0,1.0,2024
22300178,2023-11-12,regular,1610612751,BKN,BKN,WAS,48.0,102.0,37.0,98.0,37.8,12.0,49.0,24.5,16.0,20.0,80.0,20.0,46.0,66.0,22.0,19.0,6.0,6.0,18.0,8.0,1.0,2024
22300178,2023-11-12,regular,1610612764,WAS,BKN,WAS,48.0,94.0,33.0,88.0,37.5,10.0,41.0,24.4,18.0,25.0,72.0,7.0,35.0,42.0,20.0,12.0,14.0,3.0,15.0,-8.0,0.0,2024
22300179,2023-11-12,regular,1610612746,LAC,LAC,MEM,48.0,101.0,37.0,85.0,43.5,12.0,34.0,35.3,15.0,23.0,65.2,8.0,33.0,41.0,26.0,16.0,9.0,3.0,23.0,-4.0,0.0,2024
22300179,2023-11-12,regular,1610612763,MEM,LAC,MEM,48.0,105.0,37.0,88.0,42.0,13.0,41.0,31.7,18.0,24.0,75.0,11.0,30.0,41.0,25.0,16.0,7.0,6.0,23.0,4.0,1.0,2024
22300180,2023-11-12,regular,1610612754,IND,PHI,IND,48.0,126.0,47.0,90.0,52.2,16.0,39.0,41.0,16.0,19.0,84.2,8.0,24.0,32.0,31.0,10.0,8.0,9.0,14.0,-11.0,0.0,2024
22300180,2023-11-12,regular,1610612755,PHI,PHI,IND,48.0,137.0,53.0,105.0,50.5,14.0,33.0,42.4,17.0,20.0,85.0,23.0,31.0,54.0,28.0,12.0,5.0,7.0,15.0,11.0,1.0,2024
22300181,2023-11-12,regular,1610612741,CHI,CHI,DET,48.0,119.0,44.0,91.0,48.4,11.0,30.0,36.7,20.0,25.0,80.0,11.0,29.0,40.0,22.0,7.0,12.0,6.0,21.0,11.0,1.0,2024
22300181,2023-11-12,regular,1610612765,DET,CHI,DET,48.0,108.0,38.0,88.0,43.2,11.0,32.0,34.4,21.0,26.0,80.8,16.0,33.0,49.0,26.0,16.0,4.0,6.0,19.0,-11.0,0.0,2024
22300182,2023-11-12,regular,1610612743,DEN,HOU,DEN,48.0,104.0,42.0,91.0,46.2,9.0,32.0,28.1,11.0,14.0,78.6,12.0,37.0,49.0,24.0,11.0,3.0,5.0,20.0,-3.0,0.0,2024
22300182,2023-11-12,regular,1610612745,HOU,HOU,DEN,48.0,107.0,37.0,87.0,42.5,10.0,32.0,31.3,23.0,29.0,79.3,12.0,33.0,45.0,20.0,9.0,7.0,4.0,16.0,3.0,1.0,2024
22300183,2023-11-12,regular,1610612742,DAL,NOP,DAL,48.0,136.0,50.0,102.0,49.0,20.0,53.0,37.7,16.0,21.0,76.2,8.0,34.0,42.0,29.0,6.0,7.0,6.0,19.0,12.0,1.0,2024
22300183,2023-11-12,regular,1610612740,NOP,NOP,DAL,48.0,124.0,47.0,92.0,51.1,17.0,36.0,47.2,13.0,22.0,59.1,13.0,41.0,54.0,31.0,18.0,2.0,3.0,20.0,-12.0,0.0,2024
22300184,2023-11-12,regular,1610612748,MIA,SAS,MIA,48.0,118.0,39.0,89.0,43.8,12.0,31.0,38.7,28.0,30.0,93.3,11.0,30.0,41.0,26.0,7.0,7.0,3.0,12.0,5.0,1.0,2024
22300184,2023-11-12,regular,1610612759,SAS,SAS,MIA,48.0,113.0,42.0,91.0,46.2,19.0,44.0,43.2,10.0,12.0,83.3,11.0,39.0,50.0,35.0,17.0,3.0,6.0,21.0,-5.0,0.0,2024
22300185,2023-11-12,regular,1610612760,OKC,PHX,OKC,48.0,111.0,40.0,82.0,48.8,10.0,27.0,37.0,21.0,25.0,84.0,6.0,27.0,33.0,23.0,9.0,9.0,8.0,21.0,12.0,1.0,2024
22300185,2023-11-12,regular,1610612756,PHX,PHX,OKC,48.0,99.0,32.0,83.0,38.6,9.0,29.0,31.0,26.0,31.0,83.9,16.0,35.0,51.0,20.0,17.0,4.0,7.0,19.0,-12.0,0.0,2024
22300186,2023-11-12,regular,1610612744,GSW,GSW,MIN,48.0,110.0,37.0,96.0,38.5,12.0,43.0,27.9,24.0,28.0,85.7,19.0,32.0,51.0,24.0,14.0,9.0,0.0,28.0,-6.0,0.0,2024
22300186,2023-11-12,regular,1610612750,MIN,GSW,MIN,48.0,116.0,43.0,82.0,52.4,9.0,27.0,33.3,21.0,30.0,70.0,9.0,38.0,47.0,27.0,14.0,8.0,6.0,19.0,6.0,1.0,2024
