gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season,home_game,normalized_pts,win_encoded
22300027,2023-11-17,regular,1610612766,CHA,CHA,MIL,48.0,99.0,37.0,91.0,0.4065934065934066,6.0,26.0,0.23076923076923078,19.0,22.0,0.8636363636363636,9.0,34.0,43.0,18.0,12.0,5.0,2.0,14.0,-31.0,0.0,2024,1,-0.6256592676827015,0
22300027,2023-11-17,regular,1610612749,MIL,CHA,MIL,48.0,130.0,49.0,89.0,0.550561797752809,22.0,45.0,0.4888888888888889,10.0,13.0,0.7692307692307693,4.0,45.0,49.0,32.0,13.0,4.0,7.0,21.0,31.0,1.0,2024,0,0.8245434348877904,1
22300028,2023-11-17,regular,1610612752,NYK,WAS,NYK,48.0,120.0,45.0,91.0,0.4945054945054945,16.0,38.0,0.42105263157894735,14.0,20.0,0.7,14.0,34.0,48.0,26.0,11.0,5.0,6.0,21.0,21.0,1.0,2024,0,0.5897998569872374,1
22300028,2023-11-17,regular,1610612764,WAS,WAS,NYK,48.0,99.0,37.0,82.0,0.45121951219512196,10.0,32.0,0.3125,15.0,16.0,0.9375,7.0,25.0,32.0,25.0,14.0,4.0,4.0,18.0,-21.0,0.0,2024,1,-1.399848017424862,0
22300029,2023-11-17,regular,1610612737,ATL,ATL,PHI,48.0,116.0,40.0,89.0,0.449438202247191,12.0,33.0,0.36363636363636365,24.0,30.0,0.8,14.0,25.0,39.0,24.0,13.0,8.0,4.0,20.0,-10.0,0.0,2024,1,-0.18271145943336817,0
22300029,2023-11-17,regular,1610612755,PHI,ATL,PHI,48.0,126.0,43.0,88.0,0.48863636363636365,13.0,30.0,0.43333333333333335,27.0,28.0,0.9642857142857143,13.0,30.0,43.0,32.0,17.0,9.0,4.0,20.0,10.0,1.0,2024,0,0.8334524423548076,1
22300030,2023-11-17,regular,1610612739,CLE,CLE,DET,48.0,108.0,42.0,82.0,0.5121951219512195,9.0,21.0,0.42857142857142855,15.0,21.0,0.7142857142857143,7.0,32.0,39.0,21.0,12.0,9.0,6.0,9.0,8.0,1.0,2024,1,-0.4250314927029656,1
22300030,2023-11-17,regular,1610612765,DET,CLE,DET,48.0,100.0,39.0,91.0,0.42857142857142855,9.0,35.0,0.2571428571428571,13.0,15.0,0.8666666666666667,18.0,33.0,51.0,20.0,17.0,8.0,6.0,19.0,-8.0,0.0,2024,0,-0.9119863272162492,0
22300031,2023-11-17,regular,1610612738,BOS,TOR,BOS,48.0,108.0,42.0,92.0,0.45652173913043476,16.0,46.0,0.34782608695652173,8.0,9.0,0.8888888888888888,8.0,36.0,44.0,29.0,11.0,5.0,4.0,13.0,3.0,1.0,2024,0,-1.0176694871658014,1
22300031,2023-11-17,regular,1610612761,TOR,TOR,BOS,48.0,105.0,42.0,87.0,0.4827586206896552,12.0,33.0,0.36363636363636365,9.0,14.0,0.6428571428571429,5.0,36.0,41.0,29.0,13.0,4.0,1.0,11.0,-3.0,0.0,2024,1,-0.579377486535313,0
22300032,2023-11-17,regular,1610612758,SAC,SAS,SAC,48.0,129.0,46.0,85.0,0.5411764705882353,18.0,42.0,0.42857142857142855,19.0,24.0,0.7916666666666666,4.0,38.0,42.0,31.0,14.0,10.0,2.0,22.0,9.0,1.0,2024,0,0.9796673506902769,1
22300032,2023-11-17,regular,1610612759,SAS,SAS,SAC,48.0,120.0,43.0,92.0,0.4673913043478261,15.0,36.0,0.4166666666666667,19.0,23.0,0.8260869565217391,6.0,36.0,42.0,33.0,15.0,7.0,3.0,21.0,-9.0,0.0,2024,1,0.6505208418943962,0
22300033,2023-11-17,regular,1610612741,CHI,CHI,ORL,48.0,97.0,35.0,79.0,0.4430379746835443,10.0,29.0,0.3448275862068966,17.0,22.0,0.7727272727272727,5.0,29.0,34.0,19.0,16.0,10.0,3.0,21.0,-6.0,0.0,2024,1,-1.3363926929681882,0
22300033,2023-11-17,regular,1610612753,ORL,CHI,ORL,48.0,103.0,38.0,79.0,0.4810126582278481,11.0,34.0,0.3235294117647059,16.0,23.0,0.6956521739130435,10.0,36.0,46.0,24.0,19.0,7.0,7.0,22.0,6.0,1.0,2024,0,-0.6664500929744961,1
22300034,2023-11-17,regular,1610612743,DEN,NOP,DEN,48.0,110.0,47.0,96.0,0.4895833333333333,10.0,40.0,0.25,6.0,12.0,0.5,11.0,40.0,51.0,37.0,13.0,4.0,3.0,20.0,-5.0,0.0,2024,0,-0.3927557915261302,0
22300034,2023-11-17,regular,1610612740,NOP,NOP,DEN,48.0,115.0,46.0,88.0,0.5227272727272727,12.0,23.0,0.5217391304347826,11.0,21.0,0.5238095238095238,4.0,35.0,39.0,33.0,11.0,8.0,5.0,13.0,5.0,1.0,2024,1,0.011619973348789218,1
22300035,2023-11-17,regular,1610612756,PHX,UTA,PHX,48.0,131.0,45.0,86.0,0.5232558139534884,18.0,33.0,0.5454545454545454,23.0,26.0,0.8846153846153846,5.0,31.0,36.0,35.0,9.0,5.0,4.0,22.0,3.0,1.0,2024,0,1.3953108596826826,1
22300035,2023-11-17,regular,1610612762,UTA,UTA,PHX,48.0,128.0,43.0,85.0,0.5058823529411764,16.0,36.0,0.4444444444444444,26.0,31.0,0.8387096774193549,10.0,29.0,39.0,27.0,8.0,3.0,10.0,23.0,-3.0,0.0,2024,1,0.965874143889431,0
22300036,2023-11-17,regular,1610612747,LAL,POR,LAL,48.0,107.0,40.0,81.0,0.49382716049382713,12.0,29.0,0.41379310344827586,15.0,22.0,0.6818181818181818,11.0,33.0,44.0,27.0,18.0,11.0,6.0,16.0,12.0,1.0,2024,0,-0.8824353632686787,1
22300036,2023-11-17,regular,1610612757,POR,POR,LAL,48.0,95.0,36.0,89.0,0.4044943820224719,10.0,37.0,0.2702702702702703,13.0,18.0,0.7222222222222222,19.0,29.0,48.0,17.0,19.0,11.0,2.0,17.0,-12.0,0.0,2024,1,-0.8791904534211891,0
22300037,2023-11-17,regular,1610612745,HOU,LAC,HOU,48.0,100.0,38.0,88.0,0.4318181818181818,10.0,31.0,0.3225806451612903,14.0,20.0,0.7,12.0,35.0,47.0,24.0,17.0,6.0,5.0,28.0,-6.0,0.0,2024,0,-1.1383705428357067,0
22300037,2023-11-17,regular,1610612746,LAC,LAC,HOU,48.0,106.0,36.0,83.0,0.43373493975903615,13.0,34.0,0.38235294117647056,21.0,30.0,0.7,8.0,39.0,47.0,22.0,14.0,10.0,7.0,19.0,6.0,1.0,2024,1,-0.743134255094597,1
22300202,2023-11-18,regular,1610612766,CHA,CHA,NYK,48.0,108.0,40.0,82.0,0.4878048780487805,17.0,35.0,0.4857142857142857,11.0,13.0,0.8461538461538461,4.0,32.0,36.0,29.0,13.0,5.0,5.0,22.0,-14.0,0.0,2024,1,0.11668243577362343,0
22300202,2023-11-18,regular,1610612752,NYK,CHA,NYK,48.0,122.0,46.0,91.0,0.5054945054945055,16.0,37.0,0.43243243243243246,14.0,19.0,0.7368421052631579,13.0,34.0,47.0,27.0,12.0,7.0,4.0,13.0,14.0,1.0,2024,0,0.7534668223779428,1
22300203,2023-11-18,regular,1610612750,MIN,NOP,MIN,48.0,121.0,43.0,80.0,0.5375,13.0,31.0,0.41935483870967744,22.0,27.0,0.8148148148148148,5.0,28.0,33.0,29.0,14.0,6.0,7.0,21.0,1.0,1.0,2024,0,0.8728460492945119,1
22300203,2023-11-18,regular,1610612740,NOP,NOP,MIN,48.0,120.0,44.0,86.0,0.5116279069767442,12.0,29.0,0.41379310344827586,20.0,23.0,0.8695652173913043,13.0,27.0,40.0,27.0,17.0,9.0,5.0,26.0,-1.0,0.0,2024,1,0.3870344969250727,0
22300204,2023-11-18,regular,1610612741,CHI,CHI,MIA,48.0,102.0,36.0,81.0,0.4444444444444444,16.0,45.0,0.35555555555555557,14.0,19.0,0.7368421052631579,10.0,34.0,44.0,24.0,13.0,9.0,6.0,22.0,5.0,1.0,2024,1,-0.8978888405880014,1
22300204,2023-11-18,regular,1610612748,MIA,CHI,MIA,48.0,97.0,33.0,77.0,0.42857142857142855,12.0,36.0,0.3333333333333333,19.0,23.0,0.8260869565217391,5.0,29.0,34.0,23.0,15.0,9.0,0.0,18.0,-5.0,0.0,2024,0,-1.152850940436392,0
22300205,2023-11-18,regular,1610612742,DAL,MIL,DAL,48.0,125.0,51.0,103.0,0.49514563106796117,16.0,47.0,0.3404255319148936,7.0,10.0,0.7,11.0,38.0,49.0,27.0,12.0,1.0,2.0,16.0,-7.0,0.0,2024,0,0.5007040348684058,0
22300205,2023-11-18,regular,1610612749,MIL,MIL,DAL,48.0,132.0,49.0,94.0,0.5212765957446809,17.0,45.0,0.37777777777777777,17.0,20.0,0.85,5.0,36.0,41.0,29.0,7.0,8.0,3.0,16.0,7.0,1.0,2024,1,0.9741287482966372,1
22300206,2023-11-18,regular,1610612763,MEM,SAS,MEM,48.0,120.0,40.0,86.0,0.46511627906976744,11.0,33.0,0.3333333333333333,29.0,36.0,0.8055555555555556,12.0,33.0,45.0,23.0,14.0,7.0,3.0,25.0,12.0,1.0,2024,0,1.4373844216892797,1
22300206,2023-11-18,regular,1610612759,SAS,SAS,MEM,48.0,108.0,36.0,83.0,0.43373493975903615,15.0,40.0,0.375,21.0,26.0,0.8076923076923077,12.0,28.0,40.0,26.0,15.0,5.0,9.0,28.0,-12.0,0.0,2024,1,-0.3373071032045013,0
22300207,2023-11-18,regular,1610612744,GSW,GSW,OKC,53.0,123.0,44.0,97.0,0.4536082474226804,18.0,46.0,0.391304347826087,17.0,21.0,0.8095238095238095,14.0,35.0,49.0,33.0,16.0,6.0,4.0,18.0,-7.0,0.0,2024,1,0.4621796085616704,0
22300207,2023-11-18,regular,1610612760,OKC,GSW,OKC,53.0,130.0,52.0,100.0,0.52,8.0,23.0,0.34782608695652173,18.0,20.0,0.9,9.0,38.0,47.0,26.0,12.0,8.0,7.0,16.0,7.0,1.0,2024,0,0.832364960701336,1
22300208,2023-11-19,regular,1610612751,BKN,BKN,PHI,48.0,99.0,38.0,81.0,0.4691358024691358,11.0,28.0,0.39285714285714285,12.0,16.0,0.75,9.0,36.0,45.0,24.0,15.0,2.0,8.0,14.0,-22.0,0.0,2024,1,-0.8251281799878878,0
22300208,2023-11-19,regular,1610612755,PHI,BKN,PHI,48.0,121.0,44.0,94.0,0.46808510638297873,16.0,35.0,0.45714285714285713,17.0,18.0,0.9444444444444444,10.0,34.0,44.0,32.0,5.0,8.0,4.0,18.0,22.0,1.0,2024,0,0.47165038840371415,1
22300209,2023-11-19,regular,1610612754,IND,IND,ORL,48.0,116.0,42.0,95.0,0.4421052631578947,8.0,31.0,0.25806451612903225,24.0,31.0,0.7741935483870968,11.0,29.0,40.0,24.0,16.0,10.0,7.0,32.0,-12.0,0.0,2024,1,-0.5361333716889775,0
22300209,2023-11-19,regular,1610612753,ORL,IND,ORL,48.0,128.0,43.0,87.0,0.4942528735632184,7.0,20.0,0.35,35.0,42.0,0.8333333333333334,8.0,34.0,42.0,21.0,15.0,10.0,10.0,23.0,12.0,1.0,2024,0,1.5659399243420336,1
22300210,2023-11-19,regular,1610612739,CLE,CLE,DEN,48.0,121.0,45.0,82.0,0.5487804878048781,11.0,27.0,0.4074074074074074,20.0,26.0,0.7692307692307693,11.0,36.0,47.0,30.0,14.0,6.0,5.0,18.0,12.0,1.0,2024,1,0.767293694721668,1
22300210,2023-11-19,regular,1610612743,DEN,CLE,DEN,48.0,109.0,39.0,82.0,0.47560975609756095,14.0,29.0,0.4827586206896552,17.0,23.0,0.7391304347826086,9.0,24.0,33.0,23.0,13.0,7.0,5.0,21.0,-12.0,0.0,2024,0,-0.47367532646367455,0
22300211,2023-11-19,regular,1610612765,DET,TOR,DET,48.0,113.0,39.0,83.0,0.46987951807228917,9.0,26.0,0.34615384615384615,26.0,35.0,0.7428571428571429,7.0,34.0,41.0,25.0,17.0,3.0,3.0,23.0,-29.0,0.0,2024,0,0.2882327157621729,0
22300211,2023-11-19,regular,1610612761,TOR,TOR,DET,48.0,142.0,55.0,102.0,0.5392156862745098,14.0,36.0,0.3888888888888889,18.0,29.0,0.6206896551724138,12.0,35.0,47.0,44.0,8.0,10.0,5.0,23.0,29.0,1.0,2024,1,2.3357656215047173,1
22300212,2023-11-19,regular,1610612742,DAL,DAL,SAC,48.0,113.0,41.0,88.0,0.4659090909090909,12.0,34.0,0.35294117647058826,19.0,26.0,0.7307692307692307,11.0,29.0,40.0,23.0,10.0,8.0,2.0,15.0,-16.0,0.0,2024,1,-0.34006861071267214,0
22300212,2023-11-19,regular,1610612758,SAC,DAL,SAC,48.0,129.0,48.0,90.0,0.5333333333333333,17.0,40.0,0.425,16.0,21.0,0.7619047619047619,14.0,34.0,48.0,34.0,13.0,9.0,3.0,20.0,16.0,1.0,2024,0,0.9796673506902769,1
22300213,2023-11-19,regular,1610612738,BOS,MEM,BOS,48.0,102.0,35.0,77.0,0.45454545454545453,12.0,31.0,0.3870967741935484,20.0,25.0,0.8,9.0,36.0,45.0,20.0,17.0,6.0,10.0,19.0,2.0,1.0,2024,0,-1.5033080785194135,1
22300213,2023-11-19,regular,1610612763,MEM,MEM,BOS,48.0,100.0,37.0,95.0,0.3894736842105263,17.0,44.0,0.38636363636363635,9.0,10.0,0.9,14.0,28.0,42.0,28.0,11.0,7.0,5.0,21.0,-2.0,0.0,2024,1,-0.5895377206756541,0
22300214,2023-11-19,regular,1610612756,PHX,UTA,PHX,58.0,140.0,50.0,102.0,0.49019607843137253,18.0,45.0,0.4,22.0,26.0,0.8461538461538461,11.0,33.0,44.0,36.0,18.0,11.0,13.0,28.0,3.0,1.0,2024,0,2.2463351691420383,1
22300214,2023-11-19,regular,1610612762,UTA,UTA,PHX,58.0,137.0,48.0,115.0,0.41739130434782606,15.0,46.0,0.32608695652173914,26.0,32.0,0.8125,27.0,32.0,59.0,27.0,19.0,11.0,5.0,27.0,-3.0,0.0,2024,1,1.6702369088997078,0
22300215,2023-11-19,regular,1610612760,OKC,POR,OKC,48.0,134.0,49.0,81.0,0.6049382716049383,22.0,36.0,0.6111111111111112,14.0,14.0,1.0,10.0,33.0,43.0,28.0,18.0,8.0,3.0,18.0,43.0,1.0,2024,0,1.1681776385734615,1
22300215,2023-11-19,regular,1610612757,POR,POR,OKC,48.0,91.0,34.0,85.0,0.4,9.0,34.0,0.2647058823529412,14.0,21.0,0.6666666666666666,13.0,18.0,31.0,21.0,19.0,10.0,2.0,15.0,-43.0,0.0,2024,1,-1.18860511943208,0
22300216,2023-11-19,regular,1610612745,HOU,LAL,HOU,48.0,104.0,41.0,84.0,0.4880952380952381,14.0,37.0,0.3783783783783784,8.0,10.0,0.8,6.0,28.0,34.0,35.0,18.0,7.0,3.0,25.0,-1.0,0.0,2024,0,-0.8205956168356116,0
22300216,2023-11-19,regular,1610612747,LAL,LAL,HOU,48.0,105.0,39.0,83.0,0.46987951807228917,6.0,29.0,0.20689655172413793,21.0,29.0,0.7241379310344828,10.0,32.0,42.0,26.0,18.0,13.0,1.0,13.0,1.0,1.0,2024,1,-1.0437616521481947,1
22300217,2023-11-20,regular,1610612738,BOS,CHA,BOS,53.0,118.0,42.0,97.0,0.4329896907216495,16.0,50.0,0.32,18.0,28.0,0.6428571428571429,11.0,37.0,48.0,19.0,15.0,6.0,8.0,15.0,-3.0,0.0,2024,0,-0.20827183490978118,0
22300217,2023-11-20,regular,1610612766,CHA,CHA,BOS,53.0,121.0,46.0,104.0,0.4423076923076923,13.0,39.0,0.3333333333333333,16.0,17.0,0.9411764705882353,17.0,40.0,57.0,29.0,13.0,9.0,7.0,18.0,3.0,1.0,2024,1,1.1889537852105372,1
22300218,2023-11-20,regular,1610612743,DEN,DET,DEN,48.0,107.0,40.0,87.0,0.45977011494252873,11.0,28.0,0.39285714285714285,16.0,21.0,0.7619047619047619,11.0,32.0,43.0,30.0,14.0,7.0,8.0,17.0,4.0,1.0,2024,0,-0.6355143963387632,1
22300218,2023-11-20,regular,1610612765,DET,DET,DEN,48.0,103.0,36.0,81.0,0.4444444444444444,7.0,21.0,0.3333333333333333,24.0,26.0,0.9230769230769231,11.0,32.0,43.0,21.0,18.0,7.0,5.0,24.0,-4.0,0.0,2024,1,-0.6350127019135364,0
22300219,2023-11-20,regular,1610612749,MIL,WAS,MIL,48.0,142.0,55.0,94.0,0.5851063829787234,11.0,29.0,0.3793103448275862,21.0,28.0,0.75,16.0,39.0,55.0,33.0,15.0,3.0,6.0,13.0,13.0,1.0,2024,0,1.7220553153408715,1
22300219,2023-11-20,regular,1610612764,WAS,WAS,MIL,48.0,129.0,55.0,99.0,0.5555555555555556,10.0,29.0,0.3448275862068966,9.0,11.0,0.8181818181818182,5.0,21.0,26.0,29.0,4.0,6.0,4.0,19.0,-13.0,0.0,2024,1,1.4484779733651787,0
22300220,2023-11-20,regular,1610612741,CHI,CHI,MIA,48.0,100.0,37.0,81.0,0.4567901234567901,11.0,37.0,0.2972972972972973,15.0,16.0,0.9375,7.0,29.0,36.0,21.0,11.0,2.0,7.0,16.0,-18.0,0.0,2024,1,-1.073290381540076,0
22300220,2023-11-20,regular,1610612748,MIA,CHI,MIA,48.0,118.0,42.0,84.0,0.5,17.0,35.0,0.4857142857142857,17.0,20.0,0.85,9.0,34.0,43.0,31.0,10.0,7.0,1.0,19.0,18.0,1.0,2024,0,0.6959027494997848,1
22300221,2023-11-20,regular,1610612750,MIN,MIN,NYK,48.0,117.0,41.0,80.0,0.5125,11.0,34.0,0.3235294117647059,24.0,32.0,0.75,7.0,37.0,44.0,30.0,14.0,7.0,7.0,26.0,17.0,1.0,2024,1,0.4377495383999835,1
22300221,2023-11-20,regular,1610612752,NYK,MIN,NYK,48.0,100.0,32.0,92.0,0.34782608695652173,9.0,38.0,0.23684210526315788,27.0,34.0,0.7941176470588235,17.0,33.0,50.0,16.0,10.0,8.0,3.0,23.0,-17.0,0.0,2024,0,-1.046869796919818,0
22300222,2023-11-20,regular,1610612740,NOP,NOP,SAC,48.0,129.0,50.0,92.0,0.5434782608695652,12.0,28.0,0.42857142857142855,17.0,21.0,0.8095238095238095,10.0,45.0,55.0,38.0,12.0,8.0,6.0,19.0,36.0,1.0,2024,1,1.0627806393623829,1
22300222,2023-11-20,regular,1610612758,SAC,NOP,SAC,48.0,93.0,33.0,87.0,0.3793103448275862,11.0,45.0,0.24444444444444444,16.0,24.0,0.6666666666666666,9.0,27.0,36.0,27.0,13.0,4.0,5.0,21.0,-36.0,0.0,2024,0,-1.8098939190718684,0
22300223,2023-11-20,regular,1610612746,LAC,SAS,LAC,48.0,124.0,45.0,95.0,0.47368421052631576,12.0,36.0,0.3333333333333333,22.0,25.0,0.88,10.0,41.0,51.0,30.0,7.0,15.0,3.0,10.0,25.0,1.0,2024,0,0.647063666983508,1
22300223,2023-11-20,regular,1610612759,SAS,SAS,LAC,48.0,99.0,39.0,90.0,0.43333333333333335,10.0,38.0,0.2631578947368421,11.0,14.0,0.7857142857142857,13.0,36.0,49.0,23.0,16.0,4.0,7.0,17.0,-25.0,0.0,2024,1,-1.0781780620286745,0
22300224,2023-11-20,regular,1610612744,GSW,GSW,HOU,48.0,121.0,36.0,77.0,0.4675324675324675,21.0,43.0,0.4883720930232558,28.0,33.0,0.8484848484848485,8.0,35.0,43.0,26.0,8.0,3.0,1.0,21.0,5.0,1.0,2024,1,0.2946647286026368,1
22300224,2023-11-20,regular,1610612745,HOU,GSW,HOU,48.0,116.0,44.0,95.0,0.4631578947368421,13.0,41.0,0.3170731707317073,15.0,19.0,0.7894736842105263,15.0,33.0,48.0,28.0,8.0,6.0,3.0,24.0,-5.0,0.0,2024,0,0.13272916116467398,0
22300038,2023-11-21,regular,1610612753,ORL,ORL,TOR,48.0,126.0,50.0,100.0,0.5,12.0,31.0,0.3870967741935484,14.0,20.0,0.7,15.0,25.0,40.0,31.0,13.0,12.0,8.0,19.0,19.0,1.0,2024,1,1.3873487229567112,1
22300038,2023-11-21,regular,1610612761,TOR,ORL,TOR,48.0,107.0,38.0,75.0,0.5066666666666667,14.0,28.0,0.5,17.0,22.0,0.7727272727272727,5.0,33.0,38.0,29.0,24.0,6.0,6.0,20.0,-19.0,0.0,2024,0,-0.421802183398014,0
22300039,2023-11-21,regular,1610612737,ATL,ATL,IND,48.0,152.0,57.0,95.0,0.6,15.0,31.0,0.4838709677419355,23.0,28.0,0.8214285714285714,12.0,27.0,39.0,28.0,15.0,8.0,4.0,23.0,-5.0,0.0,2024,1,2.675622785524251,0
22300039,2023-11-21,regular,1610612754,IND,ATL,IND,48.0,157.0,57.0,94.0,0.6063829787234043,22.0,45.0,0.4888888888888889,21.0,28.0,0.75,7.0,22.0,29.0,35.0,14.0,7.0,11.0,25.0,5.0,1.0,2024,0,2.478047891886844,1
22300040,2023-11-21,regular,1610612739,CLE,PHI,CLE,53.0,122.0,46.0,94.0,0.48936170212765956,9.0,25.0,0.36,21.0,25.0,0.84,14.0,42.0,56.0,33.0,16.0,9.0,4.0,21.0,3.0,1.0,2024,0,0.8590110168312551,1
22300040,2023-11-21,regular,1610612755,PHI,PHI,CLE,53.0,119.0,40.0,96.0,0.4166666666666667,11.0,35.0,0.3142857142857143,28.0,34.0,0.8235294117647058,14.0,30.0,44.0,19.0,14.0,12.0,8.0,25.0,-3.0,0.0,2024,1,0.3269295668232768,0
22300041,2023-11-21,regular,1610612756,PHX,PHX,POR,48.0,120.0,43.0,76.0,0.5657894736842105,7.0,17.0,0.4117647058823529,27.0,28.0,0.9642857142857143,11.0,27.0,38.0,26.0,15.0,8.0,8.0,18.0,13.0,1.0,2024,1,0.355170037010137,1
22300041,2023-11-21,regular,1610612757,POR,PHX,POR,48.0,107.0,38.0,87.0,0.4367816091954023,14.0,31.0,0.45161290322580644,17.0,20.0,0.85,12.0,18.0,30.0,20.0,13.0,8.0,3.0,20.0,-13.0,0.0,2024,0,0.04905354461148313,0
22300042,2023-11-21,regular,1610612747,LAL,LAL,UTA,48.0,131.0,49.0,86.0,0.5697674418604651,11.0,29.0,0.3793103448275862,22.0,27.0,0.8148148148148148,9.0,43.0,52.0,35.0,15.0,6.0,5.0,15.0,32.0,1.0,2024,1,1.0534801032855148,1
22300042,2023-11-21,regular,1610612762,UTA,LAL,UTA,48.0,99.0,38.0,98.0,0.3877551020408163,11.0,44.0,0.25,12.0,16.0,0.75,13.0,29.0,42.0,25.0,14.0,6.0,3.0,22.0,-32.0,0.0,2024,0,-1.3037392100325715,0
22300225,2023-11-22,regular,1610612766,CHA,CHA,WAS,48.0,117.0,43.0,91.0,0.4725274725274725,16.0,37.0,0.43243243243243246,15.0,21.0,0.7142857142857143,11.0,38.0,49.0,27.0,13.0,6.0,4.0,15.0,3.0,1.0,2024,1,0.8590241392299484,1
22300225,2023-11-22,regular,1610612764,WAS,CHA,WAS,48.0,114.0,44.0,97.0,0.4536082474226804,11.0,32.0,0.34375,15.0,18.0,0.8333333333333334,11.0,36.0,47.0,26.0,10.0,7.0,3.0,18.0,-3.0,0.0,2024,0,0.024314977970158358,0
22300226,2023-11-22,regular,1610612743,DEN,ORL,DEN,48.0,119.0,44.0,93.0,0.4731182795698925,15.0,35.0,0.42857142857142855,16.0,21.0,0.7619047619047619,17.0,25.0,42.0,29.0,12.0,6.0,2.0,25.0,-5.0,0.0,2024,0,0.33552002291176874,0
22300226,2023-11-22,regular,1610612753,ORL,ORL,DEN,48.0,124.0,44.0,81.0,0.5432098765432098,10.0,29.0,0.3448275862068966,26.0,30.0,0.8666666666666667,11.0,30.0,41.0,27.0,12.0,9.0,7.0,21.0,5.0,1.0,2024,1,1.2087575215713888,1
22300227,2023-11-22,regular,1610612737,ATL,ATL,BKN,53.0,147.0,51.0,116.0,0.4396551724137931,18.0,49.0,0.3673469387755102,27.0,29.0,0.9310344827586207,22.0,36.0,58.0,24.0,14.0,10.0,8.0,18.0,2.0,1.0,2024,1,2.2786319181690264,1
22300227,2023-11-22,regular,1610612751,BKN,ATL,BKN,53.0,145.0,55.0,113.0,0.48672566371681414,15.0,35.0,0.42857142857142855,20.0,24.0,0.8333333333333334,22.0,37.0,59.0,28.0,16.0,8.0,6.0,24.0,-2.0,0.0,2024,0,2.51433908923348,0
22300228,2023-11-22,regular,1610612738,BOS,BOS,MIL,48.0,119.0,44.0,84.0,0.5238095238095238,17.0,42.0,0.40476190476190477,14.0,17.0,0.8235294117647058,4.0,39.0,43.0,27.0,15.0,3.0,5.0,15.0,3.0,1.0,2024,1,-0.12733206968417915,1
22300228,2023-11-22,regular,1610612749,MIL,BOS,MIL,48.0,116.0,45.0,101.0,0.44554455445544555,13.0,34.0,0.38235294117647056,13.0,17.0,0.7647058823529411,13.0,34.0,47.0,23.0,9.0,9.0,2.0,19.0,-3.0,0.0,2024,0,-0.2225537589741375,0
22300229,2023-11-22,regular,1610612739,CLE,CLE,MIA,48.0,96.0,36.0,77.0,0.4675324675324675,14.0,30.0,0.4666666666666667,10.0,14.0,0.7142857142857143,7.0,27.0,34.0,25.0,19.0,5.0,6.0,17.0,-33.0,0.0,2024,1,-1.5256393580180119,0
22300229,2023-11-22,regular,1610612748,MIA,CLE,MIA,48.0,129.0,46.0,88.0,0.5227272727272727,20.0,35.0,0.5714285714285714,17.0,21.0,0.8095238095238095,10.0,31.0,41.0,30.0,12.0,11.0,7.0,19.0,33.0,1.0,2024,0,1.6642975394663535,1
22300230,2023-11-22,regular,1610612754,IND,IND,TOR,48.0,131.0,50.0,91.0,0.5494505494505495,18.0,39.0,0.46153846153846156,13.0,16.0,0.8125,5.0,26.0,31.0,33.0,15.0,10.0,6.0,24.0,-1.0,0.0,2024,1,0.5666158710826646,0
22300230,2023-11-22,regular,1610612761,TOR,IND,TOR,48.0,132.0,48.0,90.0,0.5333333333333333,11.0,27.0,0.4074074074074074,25.0,30.0,0.8333333333333334,13.0,33.0,46.0,26.0,19.0,7.0,3.0,15.0,1.0,1.0,2024,0,1.5478891058182225,1
22300231,2023-11-22,regular,1610612745,HOU,HOU,MEM,48.0,111.0,40.0,92.0,0.43478260869565216,14.0,43.0,0.32558139534883723,17.0,20.0,0.85,6.0,43.0,49.0,22.0,7.0,6.0,6.0,22.0,20.0,1.0,2024,1,-0.264489496335445,1
22300231,2023-11-22,regular,1610612763,MEM,HOU,MEM,48.0,91.0,27.0,82.0,0.32926829268292684,7.0,32.0,0.21875,30.0,35.0,0.8571428571428571,9.0,37.0,46.0,17.0,9.0,3.0,7.0,19.0,-20.0,0.0,2024,0,-1.5016526847398743,0
22300232,2023-11-22,regular,1610612750,MIN,MIN,PHI,48.0,112.0,43.0,89.0,0.48314606741573035,10.0,26.0,0.38461538461538464,16.0,24.0,0.6666666666666666,10.0,38.0,48.0,28.0,13.0,10.0,8.0,21.0,13.0,1.0,2024,1,-0.10612110021817697,1
22300232,2023-11-22,regular,1610612755,PHI,MIN,PHI,48.0,99.0,34.0,87.0,0.39080459770114945,7.0,32.0,0.21875,24.0,30.0,0.8,16.0,32.0,48.0,21.0,15.0,9.0,12.0,23.0,-13.0,0.0,2024,0,-1.120278648981097,0
22300233,2023-11-22,regular,1610612740,NOP,NOP,SAC,48.0,117.0,41.0,87.0,0.47126436781609193,7.0,30.0,0.23333333333333334,28.0,37.0,0.7567567567567568,13.0,35.0,48.0,23.0,10.0,10.0,2.0,28.0,5.0,1.0,2024,1,0.16178578277930258,1
22300233,2023-11-22,regular,1610612758,SAC,NOP,SAC,48.0,112.0,34.0,76.0,0.4473684210526316,15.0,44.0,0.3409090909090909,29.0,35.0,0.8285714285714286,4.0,34.0,38.0,22.0,16.0,3.0,1.0,25.0,-5.0,0.0,2024,0,-0.33762547114184727,0
