gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season,home_game,normalized_pts,win_encoded
22300472,2024-01-03,regular,1610612742,DAL,DAL,POR,48.0,126.0,42.0,84.0,0.5,13.0,30.0,0.43333333333333335,29.0,41.0,0.7073170731707317,7.0,36.0,43.0,25.0,12.0,12.0,7.0,18.0,29.0,1.0,2024,1,0.5707684220001623,1
22300472,2024-01-03,regular,1610612757,POR,DAL,POR,48.0,97.0,34.0,87.0,0.39080459770114945,13.0,40.0,0.325,16.0,22.0,0.7272727272727273,10.0,36.0,46.0,23.0,22.0,4.0,3.0,34.0,-29.0,0.0,2024,0,-0.7244831204157437,0
22300473,2024-01-03,regular,1610612746,LAC,PHX,LAC,48.0,131.0,42.0,76.0,0.5526315789473685,18.0,34.0,0.5294117647058824,29.0,32.0,0.90625,10.0,26.0,36.0,25.0,14.0,9.0,5.0,18.0,9.0,1.0,2024,0,1.1876961922361045,1
22300473,2024-01-03,regular,1610612756,PHX,PHX,LAC,48.0,122.0,42.0,79.0,0.5316455696202531,15.0,35.0,0.42857142857142855,23.0,26.0,0.8846153846153846,10.0,22.0,32.0,23.0,17.0,9.0,2.0,23.0,-9.0,0.0,2024,1,0.5442865502233272,0
22300474,2024-01-03,regular,1610612765,DET,UTA,DET,53.0,148.0,56.0,105.0,0.5333333333333333,19.0,41.0,0.4634146341463415,17.0,22.0,0.7727272727272727,16.0,32.0,48.0,33.0,17.0,5.0,3.0,27.0,-6.0,0.0,2024,0,3.5195916776271554,0
22300474,2024-01-03,regular,1610612762,UTA,UTA,DET,53.0,154.0,53.0,103.0,0.5145631067961165,16.0,32.0,0.5,32.0,35.0,0.9142857142857143,15.0,28.0,43.0,28.0,12.0,11.0,8.0,22.0,6.0,1.0,2024,1,3.0006999094746747,1
22300475,2024-01-03,regular,1610612747,LAL,LAL,MIA,48.0,96.0,35.0,83.0,0.42168674698795183,4.0,30.0,0.13333333333333333,22.0,24.0,0.9166666666666666,9.0,41.0,50.0,29.0,22.0,3.0,6.0,14.0,-14.0,0.0,2024,1,-1.7697299521060172,0
22300475,2024-01-03,regular,1610612748,MIA,LAL,MIA,48.0,110.0,41.0,93.0,0.44086021505376344,16.0,42.0,0.38095238095238093,12.0,17.0,0.7058823529411765,7.0,32.0,39.0,30.0,10.0,14.0,3.0,23.0,14.0,1.0,2024,0,-0.008384370475901624,1
22300476,2024-01-03,regular,1610612753,ORL,SAC,ORL,58.0,135.0,44.0,90.0,0.4888888888888889,25.0,44.0,0.5681818181818182,22.0,27.0,0.8148148148148148,7.0,32.0,39.0,33.0,21.0,10.0,7.0,30.0,-3.0,0.0,2024,0,2.191009129190662,0
22300476,2024-01-03,regular,1610612758,SAC,SAC,ORL,58.0,138.0,51.0,105.0,0.4857142857142857,15.0,40.0,0.375,21.0,31.0,0.6774193548387096,18.0,40.0,58.0,36.0,21.0,9.0,3.0,21.0,3.0,1.0,2024,1,1.6770576681308131,1
22300477,2024-01-04,regular,1610612749,MIL,SAS,MIL,48.0,125.0,49.0,92.0,0.532608695652174,12.0,34.0,0.35294117647058826,15.0,19.0,0.7894736842105263,8.0,34.0,42.0,27.0,14.0,5.0,5.0,16.0,4.0,1.0,2024,0,0.45058015136567325,1
22300477,2024-01-04,regular,1610612759,SAS,SAS,MIL,48.0,121.0,46.0,95.0,0.4842105263157895,14.0,40.0,0.35,15.0,17.0,0.8823529411764706,10.0,32.0,42.0,31.0,12.0,10.0,8.0,16.0,-4.0,0.0,2024,1,0.7328398373193044,0
22300478,2024-01-04,regular,1610612743,DEN,GSW,DEN,48.0,130.0,48.0,85.0,0.5647058823529412,9.0,26.0,0.34615384615384615,25.0,29.0,0.8620689655172413,11.0,25.0,36.0,28.0,9.0,7.0,4.0,15.0,3.0,1.0,2024,0,1.2256349072247563,1
22300478,2024-01-04,regular,1610612744,GSW,GSW,DEN,48.0,127.0,49.0,90.0,0.5444444444444444,15.0,36.0,0.4166666666666667,14.0,16.0,0.875,9.0,24.0,33.0,35.0,10.0,4.0,3.0,20.0,-3.0,0.0,2024,1,0.7972093684797374,0
22300479,2024-01-05,regular,1610612738,BOS,BOS,UTA,48.0,126.0,39.0,90.0,0.43333333333333335,17.0,49.0,0.3469387755102041,31.0,36.0,0.8611111111111112,9.0,47.0,56.0,24.0,14.0,9.0,8.0,23.0,29.0,1.0,2024,1,0.439246286895035,1
22300479,2024-01-05,regular,1610612762,UTA,BOS,UTA,48.0,97.0,34.0,94.0,0.3617021276595745,6.0,34.0,0.17647058823529413,23.0,34.0,0.6764705882352942,16.0,41.0,57.0,23.0,18.0,11.0,2.0,24.0,-29.0,0.0,2024,0,-1.4602642689237442,0
22300480,2024-01-05,regular,1610612737,ATL,IND,ATL,48.0,116.0,40.0,93.0,0.43010752688172044,10.0,42.0,0.23809523809523808,26.0,30.0,0.8666666666666667,14.0,25.0,39.0,21.0,14.0,6.0,3.0,11.0,-34.0,0.0,2024,0,-0.18271145943336817,0
22300480,2024-01-05,regular,1610612754,IND,IND,ATL,48.0,150.0,60.0,94.0,0.6382978723404256,19.0,39.0,0.48717948717948717,11.0,13.0,0.8461538461538461,8.0,31.0,39.0,50.0,16.0,12.0,3.0,24.0,34.0,1.0,2024,1,1.9634315785934113,1
22300481,2024-01-05,regular,1610612751,BKN,BKN,OKC,48.0,124.0,41.0,91.0,0.45054945054945056,14.0,39.0,0.358974358974359,28.0,33.0,0.8484848484848485,20.0,31.0,51.0,25.0,15.0,9.0,3.0,24.0,9.0,1.0,2024,1,0.9897996837193771,1
22300481,2024-01-05,regular,1610612760,OKC,BKN,OKC,48.0,115.0,45.0,84.0,0.5357142857142857,9.0,31.0,0.2903225806451613,16.0,24.0,0.6666666666666666,7.0,29.0,36.0,29.0,13.0,8.0,5.0,26.0,-9.0,0.0,2024,0,-0.4269325813191346,0
22300482,2024-01-05,regular,1610612739,CLE,CLE,WAS,48.0,114.0,41.0,77.0,0.5324675324675324,16.0,33.0,0.48484848484848486,16.0,23.0,0.6956521739130435,12.0,40.0,52.0,31.0,24.0,9.0,1.0,19.0,24.0,1.0,2024,1,0.12527243995455759,1
22300482,2024-01-05,regular,1610612764,WAS,CLE,WAS,48.0,90.0,35.0,84.0,0.4166666666666667,9.0,30.0,0.3,11.0,15.0,0.7333333333333333,7.0,24.0,31.0,19.0,17.0,12.0,8.0,19.0,-24.0,0.0,2024,0,-2.2543458146618742,0
22300483,2024-01-05,regular,1610612752,NYK,PHI,NYK,48.0,128.0,43.0,89.0,0.48314606741573035,18.0,41.0,0.43902439024390244,24.0,25.0,0.96,10.0,39.0,49.0,27.0,13.0,7.0,7.0,22.0,36.0,1.0,2024,0,1.2444677185500594,1
22300483,2024-01-05,regular,1610612755,PHI,PHI,NYK,48.0,92.0,33.0,81.0,0.4074074074074074,6.0,23.0,0.2608695652173913,20.0,27.0,0.7407407407407407,8.0,30.0,38.0,22.0,14.0,8.0,9.0,18.0,-36.0,0.0,2024,1,-1.626801524512628,0
22300484,2024-01-05,regular,1610612766,CHA,CHI,CHA,48.0,91.0,36.0,89.0,0.4044943820224719,10.0,34.0,0.29411764705882354,9.0,12.0,0.75,12.0,30.0,42.0,20.0,13.0,7.0,1.0,20.0,-13.0,0.0,2024,0,-1.2855185596438792,0
22300484,2024-01-05,regular,1610612741,CHI,CHI,CHA,48.0,104.0,40.0,74.0,0.5405405405405406,10.0,28.0,0.35714285714285715,14.0,17.0,0.8235294117647058,4.0,37.0,41.0,29.0,15.0,7.0,6.0,17.0,13.0,1.0,2024,1,-0.7224872996359268,1
22300485,2024-01-05,regular,1610612745,HOU,HOU,MIN,48.0,95.0,36.0,90.0,0.4,12.0,32.0,0.375,11.0,15.0,0.7333333333333333,7.0,31.0,38.0,18.0,15.0,7.0,2.0,15.0,-27.0,0.0,2024,1,-1.5355892003358258,0
22300485,2024-01-05,regular,1610612750,MIN,HOU,MIN,48.0,122.0,46.0,88.0,0.5227272727272727,14.0,33.0,0.42424242424242425,16.0,20.0,0.8,9.0,43.0,52.0,31.0,14.0,12.0,7.0,18.0,27.0,1.0,2024,0,0.981620177018144,1
22300486,2024-01-05,regular,1610612746,LAC,NOP,LAC,48.0,111.0,40.0,82.0,0.4878048780487805,15.0,36.0,0.4166666666666667,16.0,20.0,0.8,10.0,40.0,50.0,28.0,15.0,6.0,7.0,18.0,16.0,1.0,2024,0,-0.3569681656284567,1
22300486,2024-01-05,regular,1610612740,NOP,NOP,LAC,48.0,95.0,33.0,92.0,0.358695652173913,12.0,29.0,0.41379310344827586,17.0,23.0,0.7391304347826086,14.0,29.0,43.0,22.0,9.0,9.0,5.0,17.0,-16.0,0.0,2024,1,-1.4900381209563445,0
22300487,2024-01-05,regular,1610612742,DAL,DAL,POR,48.0,139.0,56.0,96.0,0.5833333333333334,17.0,38.0,0.4473684210526316,10.0,15.0,0.6666666666666666,10.0,42.0,52.0,35.0,17.0,11.0,8.0,21.0,36.0,1.0,2024,1,1.4816054547129967,1
22300487,2024-01-05,regular,1610612757,POR,DAL,POR,48.0,103.0,39.0,95.0,0.4105263157894737,13.0,40.0,0.325,12.0,17.0,0.7058823529411765,10.0,32.0,42.0,27.0,19.0,9.0,3.0,15.0,-36.0,0.0,2024,0,-0.2603611213994076,0
22300488,2024-01-05,regular,1610612743,DEN,DEN,ORL,48.0,120.0,48.0,95.0,0.5052631578947369,9.0,33.0,0.2727272727272727,15.0,19.0,0.7894736842105263,9.0,29.0,38.0,28.0,13.0,8.0,1.0,23.0,-2.0,0.0,2024,1,0.4164395578493131,0
22300488,2024-01-05,regular,1610612753,ORL,DEN,ORL,48.0,122.0,41.0,82.0,0.5,17.0,36.0,0.4722222222222222,23.0,34.0,0.6764705882352942,11.0,29.0,40.0,25.0,15.0,9.0,3.0,20.0,2.0,1.0,2024,0,1.0301663201860665,1
22300489,2024-01-05,regular,1610612748,MIA,PHX,MIA,48.0,97.0,34.0,83.0,0.40963855421686746,10.0,37.0,0.2702702702702703,19.0,22.0,0.8636363636363636,11.0,33.0,44.0,26.0,16.0,5.0,2.0,21.0,-16.0,0.0,2024,0,-1.152850940436392,0
22300489,2024-01-05,regular,1610612756,PHX,PHX,MIA,48.0,113.0,44.0,87.0,0.5057471264367817,14.0,35.0,0.4,11.0,17.0,0.6470588235294118,9.0,35.0,44.0,30.0,11.0,13.0,5.0,18.0,16.0,1.0,2024,1,-0.3067377592360284,1
22300490,2024-01-05,regular,1610612765,DET,GSW,DET,48.0,109.0,44.0,98.0,0.4489795918367347,13.0,44.0,0.29545454545454547,8.0,10.0,0.8,10.0,30.0,40.0,25.0,11.0,8.0,9.0,23.0,-4.0,0.0,2024,0,-0.08106545130811081,0
22300490,2024-01-05,regular,1610612744,GSW,GSW,DET,48.0,113.0,38.0,82.0,0.4634146341463415,16.0,38.0,0.42105263157894735,21.0,25.0,0.84,7.0,38.0,45.0,24.0,19.0,3.0,5.0,18.0,4.0,1.0,2024,1,-0.3753947912334974,1
22300491,2024-01-05,regular,1610612747,LAL,LAL,MEM,48.0,113.0,42.0,85.0,0.49411764705882355,10.0,28.0,0.35714285714285715,19.0,27.0,0.7037037037037037,8.0,27.0,35.0,26.0,14.0,13.0,3.0,14.0,-14.0,0.0,2024,1,-0.3984564966301303,0
22300491,2024-01-05,regular,1610612763,MEM,LAL,MEM,48.0,127.0,44.0,82.0,0.5365853658536586,23.0,45.0,0.5111111111111111,16.0,20.0,0.8,6.0,38.0,44.0,33.0,19.0,8.0,4.0,20.0,14.0,1.0,2024,0,2.1468071715170067,1
22300492,2024-01-05,regular,1610612758,SAC,SAC,TOR,48.0,135.0,52.0,100.0,0.52,21.0,38.0,0.5526315789473685,10.0,15.0,0.6666666666666666,11.0,31.0,42.0,35.0,15.0,4.0,1.0,23.0,5.0,1.0,2024,1,1.4445942289839677,1
22300492,2024-01-05,regular,1610612761,TOR,SAC,TOR,48.0,130.0,47.0,87.0,0.5402298850574713,13.0,37.0,0.35135135135135137,23.0,27.0,0.8518518518518519,8.0,29.0,37.0,31.0,14.0,5.0,10.0,20.0,-5.0,0.0,2024,0,1.3903138026809236,0
22300493,2024-01-06,regular,1610612738,BOS,IND,BOS,48.0,118.0,46.0,90.0,0.5111111111111111,16.0,41.0,0.3902439024390244,10.0,19.0,0.5263157894736842,13.0,43.0,56.0,26.0,18.0,6.0,6.0,20.0,17.0,1.0,2024,0,-0.20827183490978118,1
22300493,2024-01-06,regular,1610612754,IND,IND,BOS,48.0,101.0,38.0,92.0,0.41304347826086957,8.0,42.0,0.19047619047619047,17.0,22.0,0.7727272727272727,10.0,28.0,38.0,23.0,9.0,12.0,2.0,18.0,-17.0,0.0,2024,1,-1.6388826144606197,0
22300494,2024-01-06,regular,1610612752,NYK,WAS,NYK,48.0,121.0,43.0,87.0,0.4942528735632184,14.0,36.0,0.3888888888888889,21.0,24.0,0.875,11.0,34.0,45.0,27.0,14.0,9.0,2.0,16.0,16.0,1.0,2024,0,0.6716333396825901,1
22300494,2024-01-06,regular,1610612764,WAS,WAS,NYK,48.0,105.0,40.0,85.0,0.47058823529411764,13.0,37.0,0.35135135135135137,12.0,20.0,0.6,12.0,33.0,45.0,33.0,20.0,5.0,3.0,20.0,-16.0,0.0,2024,1,-0.8301828192668539,0
22300495,2024-01-06,regular,1610612755,PHI,PHI,UTA,48.0,109.0,42.0,104.0,0.40384615384615385,7.0,38.0,0.18421052631578946,18.0,23.0,0.782608695652174,15.0,19.0,34.0,30.0,6.0,12.0,6.0,20.0,-11.0,0.0,2024,1,-0.3966745410789101,0
22300495,2024-01-06,regular,1610612762,UTA,PHI,UTA,48.0,120.0,46.0,80.0,0.575,8.0,30.0,0.26666666666666666,20.0,24.0,0.8333333333333334,9.0,39.0,48.0,30.0,24.0,4.0,4.0,18.0,11.0,1.0,2024,0,0.3397739083247407,1
22300496,2024-01-06,regular,1610612745,HOU,HOU,MIL,48.0,112.0,36.0,83.0,0.43373493975903615,13.0,34.0,0.38235294117647056,27.0,32.0,0.84375,7.0,39.0,46.0,22.0,10.0,7.0,2.0,24.0,4.0,1.0,2024,1,-0.1850457648354212,1
22300496,2024-01-06,regular,1610612749,MIL,HOU,MIL,48.0,108.0,35.0,76.0,0.4605263157894737,9.0,34.0,0.2647058823529412,29.0,42.0,0.6904761904761905,4.0,37.0,41.0,20.0,11.0,7.0,4.0,24.0,-4.0,0.0,2024,0,-0.8208950126095249,0
22300497,2024-01-07,regular,1610612739,CLE,CLE,SAS,48.0,117.0,43.0,88.0,0.48863636363636365,16.0,43.0,0.37209302325581395,15.0,21.0,0.7142857142857143,12.0,32.0,44.0,27.0,16.0,6.0,3.0,16.0,2.0,1.0,2024,1,0.40042440628331916,1
22300497,2024-01-07,regular,1610612759,SAS,CLE,SAS,48.0,115.0,41.0,86.0,0.47674418604651164,14.0,37.0,0.3783783783783784,19.0,22.0,0.8636363636363636,8.0,32.0,40.0,22.0,11.0,10.0,6.0,18.0,-2.0,0.0,2024,0,0.23892586476985558,0
22300498,2024-01-07,regular,1610612751,BKN,BKN,POR,53.0,127.0,46.0,91.0,0.5054945054945055,14.0,37.0,0.3783783783783784,21.0,25.0,0.84,9.0,35.0,44.0,29.0,16.0,7.0,7.0,25.0,-7.0,0.0,2024,1,1.207591027364249,0
22300498,2024-01-07,regular,1610612757,POR,BKN,POR,53.0,134.0,45.0,95.0,0.47368421052631576,20.0,38.0,0.5263157894736842,24.0,30.0,0.8,9.0,29.0,38.0,21.0,10.0,5.0,5.0,20.0,7.0,1.0,2024,0,2.1376025401849956,1
22300499,2024-01-07,regular,1610612737,ATL,ORL,ATL,53.0,110.0,42.0,91.0,0.46153846153846156,9.0,30.0,0.3,17.0,29.0,0.5862068965517241,8.0,42.0,50.0,21.0,13.0,9.0,10.0,23.0,-7.0,0.0,2024,0,-0.6591005002596381,0
22300499,2024-01-07,regular,1610612753,ORL,ORL,ATL,53.0,117.0,43.0,98.0,0.4387755102040816,17.0,41.0,0.4146341463414634,14.0,22.0,0.6363636363636364,13.0,44.0,57.0,25.0,13.0,8.0,3.0,24.0,7.0,1.0,2024,1,0.5836883167227604,1
22300500,2024-01-07,regular,1610612740,NOP,SAC,NOP,48.0,133.0,50.0,82.0,0.6097560975609756,19.0,35.0,0.5428571428571428,14.0,16.0,0.875,9.0,42.0,51.0,35.0,16.0,2.0,9.0,14.0,33.0,1.0,2024,0,1.3631122582234096,1
22300500,2024-01-07,regular,1610612758,SAC,SAC,NOP,48.0,100.0,38.0,91.0,0.4175824175824176,15.0,45.0,0.3333333333333333,9.0,12.0,0.75,8.0,17.0,25.0,28.0,9.0,9.0,2.0,12.0,-33.0,0.0,2024,1,-1.2674792277292288,0
22300501,2024-01-07,regular,1610612742,DAL,DAL,MIN,48.0,115.0,43.0,95.0,0.45263157894736844,15.0,40.0,0.375,14.0,20.0,0.7,15.0,29.0,44.0,20.0,11.0,7.0,8.0,19.0,7.0,1.0,2024,1,-0.19993983644915914,1
22300501,2024-01-07,regular,1610612750,MIN,DAL,MIN,48.0,108.0,41.0,94.0,0.43617021276595747,13.0,41.0,0.3170731707317073,13.0,21.0,0.6190476190476191,18.0,33.0,51.0,22.0,13.0,6.0,4.0,22.0,-7.0,0.0,2024,0,-0.5412176111127054,0
22300502,2024-01-07,regular,1610612743,DEN,DEN,DET,48.0,131.0,47.0,80.0,0.5875,10.0,27.0,0.37037037037037035,27.0,31.0,0.8709677419354839,6.0,32.0,38.0,35.0,14.0,6.0,10.0,23.0,17.0,1.0,2024,1,1.3065544421623008,1
22300502,2024-01-07,regular,1610612765,DET,DEN,DET,48.0,114.0,42.0,89.0,0.47191011235955055,9.0,24.0,0.375,21.0,30.0,0.7,13.0,24.0,37.0,28.0,12.0,6.0,0.0,20.0,-17.0,0.0,2024,0,0.38055725752974384,0
22300503,2024-01-07,regular,1610612763,MEM,PHX,MEM,48.0,121.0,43.0,97.0,0.44329896907216493,17.0,49.0,0.3469387755102041,18.0,24.0,0.75,15.0,39.0,54.0,29.0,18.0,7.0,8.0,24.0,6.0,1.0,2024,0,1.5387305288075264,1
22300503,2024-01-07,regular,1610612756,PHX,PHX,MEM,48.0,115.0,46.0,102.0,0.45098039215686275,8.0,28.0,0.2857142857142857,15.0,22.0,0.6818181818181818,16.0,34.0,50.0,29.0,12.0,5.0,6.0,27.0,-6.0,0.0,2024,1,-0.11762124602283829,0
22300504,2024-01-07,regular,1610612744,GSW,GSW,TOR,48.0,118.0,45.0,100.0,0.45,14.0,46.0,0.30434782608695654,14.0,15.0,0.9333333333333333,15.0,28.0,43.0,30.0,11.0,5.0,4.0,11.0,-15.0,0.0,2024,1,0.0433924086640865,0
22300504,2024-01-07,regular,1610612761,TOR,GSW,TOR,48.0,133.0,55.0,94.0,0.5851063829787234,15.0,33.0,0.45454545454545453,8.0,14.0,0.5714285714285714,9.0,36.0,45.0,38.0,7.0,7.0,6.0,14.0,15.0,1.0,2024,0,1.6266767573868721,1
22300505,2024-01-07,regular,1610612746,LAC,LAL,LAC,48.0,103.0,36.0,91.0,0.3956043956043956,14.0,37.0,0.3783783783783784,17.0,19.0,0.8947368421052632,13.0,27.0,40.0,21.0,16.0,12.0,5.0,19.0,-3.0,0.0,2024,0,-0.9748339087742811,0
22300505,2024-01-07,regular,1610612747,LAL,LAL,LAC,48.0,106.0,42.0,82.0,0.5121951219512195,11.0,29.0,0.3793103448275862,11.0,16.0,0.6875,8.0,32.0,40.0,23.0,19.0,9.0,6.0,11.0,3.0,1.0,2024,1,-0.9630985077084367,1
22300506,2024-01-08,regular,1610612766,CHA,CHA,CHI,53.0,112.0,40.0,94.0,0.425531914893617,17.0,42.0,0.40476190476190477,15.0,17.0,0.8823529411764706,14.0,30.0,44.0,26.0,15.0,3.0,7.0,22.0,-7.0,0.0,2024,1,0.4466120817542123,0
22300506,2024-01-08,regular,1610612741,CHI,CHA,CHI,53.0,119.0,45.0,92.0,0.4891304347826087,9.0,26.0,0.34615384615384615,20.0,24.0,0.8333333333333334,12.0,39.0,51.0,27.0,14.0,7.0,7.0,18.0,7.0,1.0,2024,0,0.5930242575046332,1
22300507,2024-01-08,regular,1610612738,BOS,IND,BOS,48.0,131.0,47.0,90.0,0.5222222222222223,17.0,35.0,0.4857142857142857,20.0,29.0,0.6896551724137931,13.0,29.0,42.0,26.0,15.0,3.0,8.0,20.0,-2.0,0.0,2024,0,0.8439451130230451,0
22300507,2024-01-08,regular,1610612754,IND,IND,BOS,48.0,133.0,48.0,91.0,0.5274725274725275,19.0,40.0,0.475,18.0,22.0,0.8181818181818182,9.0,30.0,39.0,29.0,13.0,6.0,7.0,23.0,2.0,1.0,2024,1,0.7136491034522169,1
22300508,2024-01-08,regular,1610612760,OKC,WAS,OKC,48.0,136.0,52.0,88.0,0.5909090909090909,14.0,28.0,0.5,18.0,24.0,0.75,10.0,30.0,40.0,37.0,15.0,11.0,7.0,21.0,8.0,1.0,2024,0,1.3360839775095241,1
22300508,2024-01-08,regular,1610612764,WAS,WAS,OKC,48.0,128.0,44.0,89.0,0.4943820224719101,15.0,32.0,0.46875,25.0,29.0,0.8620689655172413,12.0,26.0,38.0,32.0,15.0,7.0,5.0,23.0,-8.0,0.0,2024,1,1.3535337736721773,0
22300509,2024-01-08,regular,1610612745,HOU,MIA,HOU,48.0,113.0,37.0,88.0,0.42045454545454547,14.0,41.0,0.34146341463414637,25.0,28.0,0.8928571428571429,12.0,30.0,42.0,20.0,12.0,8.0,4.0,31.0,-7.0,0.0,2024,0,-0.1056020333353974,0
22300509,2024-01-08,regular,1610612748,MIA,MIA,HOU,48.0,120.0,41.0,82.0,0.5,15.0,36.0,0.4166666666666667,23.0,32.0,0.71875,10.0,35.0,45.0,30.0,11.0,6.0,5.0,21.0,7.0,1.0,2024,1,0.8719745294937064,1
22300510,2024-01-08,regular,1610612749,MIL,MIL,UTA,48.0,116.0,42.0,94.0,0.44680851063829785,17.0,36.0,0.4722222222222222,15.0,19.0,0.7894736842105263,11.0,27.0,38.0,31.0,9.0,6.0,6.0,20.0,-16.0,0.0,2024,1,-0.2225537589741375,0
22300510,2024-01-08,regular,1610612762,UTA,MIL,UTA,48.0,132.0,47.0,90.0,0.5222222222222223,20.0,44.0,0.45454545454545453,18.0,22.0,0.8181818181818182,10.0,37.0,47.0,33.0,11.0,6.0,8.0,15.0,16.0,1.0,2024,0,1.2789242616717762,1
22300511,2024-01-08,regular,1610612746,LAC,LAC,PHX,48.0,138.0,53.0,85.0,0.6235294117647059,15.0,29.0,0.5172413793103449,17.0,23.0,0.7391304347826086,11.0,33.0,44.0,32.0,14.0,11.0,3.0,21.0,27.0,1.0,2024,1,1.7283287174887008,1
22300511,2024-01-08,regular,1610612756,PHX,LAC,PHX,48.0,111.0,38.0,77.0,0.4935064935064935,10.0,30.0,0.3333333333333333,25.0,29.0,0.8620689655172413,5.0,20.0,25.0,17.0,14.0,6.0,4.0,20.0,-27.0,0.0,2024,0,-0.49585427244921854,0
22300512,2024-01-09,regular,1610612765,DET,DET,SAC,48.0,110.0,40.0,85.0,0.47058823529411764,14.0,37.0,0.3783783783783784,16.0,21.0,0.7619047619047619,13.0,27.0,40.0,27.0,21.0,12.0,2.0,19.0,-21.0,0.0,2024,1,0.011259090459460126,0
22300512,2024-01-09,regular,1610612758,SAC,DET,SAC,48.0,131.0,54.0,94.0,0.574468085106383,13.0,33.0,0.3939393939393939,10.0,14.0,0.7142857142857143,10.0,34.0,44.0,39.0,18.0,8.0,6.0,21.0,21.0,1.0,2024,0,1.1346429767881738,1
22300513,2024-01-09,regular,1610612750,MIN,ORL,MIN,48.0,113.0,43.0,80.0,0.5375,12.0,30.0,0.4,15.0,19.0,0.7894736842105263,5.0,43.0,48.0,34.0,18.0,8.0,4.0,18.0,21.0,1.0,2024,0,0.00265302750545512,1
22300513,2024-01-09,regular,1610612753,ORL,ORL,MIN,48.0,92.0,34.0,94.0,0.3617021276595745,13.0,42.0,0.30952380952380953,11.0,18.0,0.6111111111111112,16.0,30.0,46.0,20.0,13.0,13.0,5.0,22.0,-21.0,0.0,2024,1,-1.6487017005937692,0
22300514,2024-01-09,regular,1610612752,NYK,NYK,POR,48.0,112.0,37.0,89.0,0.4157303370786517,18.0,48.0,0.375,20.0,23.0,0.8695652173913043,15.0,40.0,55.0,26.0,15.0,11.0,4.0,16.0,28.0,1.0,2024,1,-0.06486800457558482,1
22300514,2024-01-09,regular,1610612757,POR,NYK,POR,48.0,84.0,33.0,86.0,0.38372093023255816,6.0,29.0,0.20689655172413793,12.0,18.0,0.6666666666666666,12.0,31.0,43.0,19.0,15.0,8.0,7.0,17.0,-28.0,0.0,2024,0,-1.7300807849511386,0
22300515,2024-01-09,regular,1610612742,DAL,DAL,MEM,48.0,103.0,36.0,82.0,0.43902439024390244,9.0,27.0,0.3333333333333333,22.0,27.0,0.8148148148148148,8.0,25.0,33.0,20.0,13.0,9.0,4.0,17.0,-17.0,0.0,2024,1,-1.0407124820302371,0
22300515,2024-01-09,regular,1610612763,MEM,DAL,MEM,48.0,120.0,44.0,91.0,0.4835164835164835,14.0,37.0,0.3783783783783784,18.0,21.0,0.8571428571428571,18.0,36.0,54.0,27.0,17.0,7.0,3.0,18.0,17.0,1.0,2024,0,1.4373844216892797,1
22300516,2024-01-09,regular,1610612747,LAL,LAL,TOR,48.0,132.0,44.0,81.0,0.5432098765432098,16.0,36.0,0.4444444444444444,28.0,36.0,0.7777777777777778,5.0,34.0,39.0,34.0,15.0,6.0,4.0,16.0,1.0,1.0,2024,1,1.1341432477252729,1
22300516,2024-01-09,regular,1610612761,TOR,LAL,TOR,48.0,131.0,53.0,94.0,0.5638297872340425,17.0,35.0,0.4857142857142857,8.0,13.0,0.6153846153846154,5.0,32.0,37.0,34.0,12.0,8.0,4.0,26.0,-1.0,0.0,2024,0,1.469101454249573,0
22300517,2024-01-10,regular,1610612738,BOS,BOS,MIN,53.0,127.0,39.0,90.0,0.43333333333333335,19.0,47.0,0.40425531914893614,30.0,31.0,0.967741935483871,7.0,39.0,46.0,21.0,8.0,5.0,4.0,19.0,7.0,1.0,2024,1,0.5201860521206371,1
22300517,2024-01-10,regular,1610612750,MIN,BOS,MIN,53.0,120.0,44.0,95.0,0.4631578947368421,14.0,34.0,0.4117647058823529,18.0,20.0,0.9,8.0,39.0,47.0,22.0,9.0,4.0,6.0,27.0,-7.0,0.0,2024,0,0.7640719215708798,0
22300518,2024-01-10,regular,1610612766,CHA,CHA,SAC,48.0,98.0,35.0,87.0,0.40229885057471265,16.0,38.0,0.42105263157894735,12.0,16.0,0.75,8.0,28.0,36.0,17.0,10.0,2.0,3.0,16.0,-25.0,0.0,2024,1,-0.7081416791778486,0
22300518,2024-01-10,regular,1610612758,SAC,CHA,SAC,48.0,123.0,46.0,89.0,0.5168539325842697,13.0,35.0,0.37142857142857144,18.0,23.0,0.782608695652174,14.0,39.0,53.0,24.0,10.0,2.0,8.0,15.0,25.0,1.0,2024,0,0.5147404723965859,1
22300519,2024-01-10,regular,1610612765,DET,DET,SAS,48.0,108.0,44.0,96.0,0.4583333333333333,10.0,32.0,0.3125,10.0,13.0,0.7692307692307693,9.0,34.0,43.0,33.0,10.0,4.0,3.0,19.0,-22.0,0.0,2024,1,-0.17338999307568173,0
22300519,2024-01-10,regular,1610612759,SAS,DET,SAS,48.0,130.0,49.0,94.0,0.5212765957446809,9.0,27.0,0.3333333333333333,23.0,27.0,0.8518518518518519,10.0,36.0,46.0,36.0,5.0,7.0,4.0,15.0,22.0,1.0,2024,0,1.4737107961434774,1
